Deleted Feature,Description
da_317,개별4(어르신)-자. 마음이 슬펐다(da15_317)
da_318,개별4(어르신)-차. 사람들이 나를 싫어하는 것 같았다(da15_318)
da_319,개별4(어르신)-카. 도무지 뭘 해 나갈 엄두가 나지 않았다(da15_319)
da_320,개별4(어르신)-현재 소득목적의 취업여부 및 향후 취업희망(da15_320)
da_321,개별4(어르신)-현재 일하는 곳(da15_321)
da_322,개별4(어르신)-지난 1년간 구직활동여부(da15_322)
da_323,개별4(어르신)-어느 정도의 보수를 받는 일자리를 원하는 지 여부(da15_323)
da_324,개별4(어르신)-취업을 위해 정부가 우선적으로 지원해야 할 내용(da15_324)
da_325,"개별4(어르신)-식비, 의료비, 주거비, 난방, 전기, 교통비 등 한달 생활하는데 꼭 필"
da_326,개별4(어르신)-이용여부(da15_326)
da_327,개별4(어르신)-장래 이용의향(da15_327)
da_6aq14,개별4(어르신)-장래 이용의향(da15_6aq14)
h13_5aq6,(사) 발달재활서비스 경험여부(h1413_5aq6)
h13_6aq1,(자) 언어발달지원사업 경험여부(h1413_6aq1)
h13_10aq1,(차) 발달장애인부모 상담서비스 경험여부(h1413_10aq1)
p05_6aq2,자살하는 것에 대해서 처음으로 생각한 때(p1405_6aq2)
p05_6aq3,자살하는 것에 대해서 마지막으로 생각한 때(p1405_6aq3)
p05_6aq4,지금까지 자살하려고 구체적으로 계획을 세운 여부(p1405_6aq4)
p05_6aq5,자살하는 것에 대해서 처음으로 계획을 세운 때(p1405_6aq5)
p05_6aq6,자살하는 것에 대해서 마지막으로 계획을 세운 때(p1405_6aq6)
p05_6aq7,지금까지 자살을 시도한 여부(p1405_6aq7)
p05_6aq8,자살을 처음 시도한 때(p1405_6aq8)
p05_6aq9,자살을 마지막으로 시도한 때(p1405_6aq9)
p05_7aq2,지난 한해 동안 자살하려고 구체적으로 계획을 세운 여부(p1405_7aq2)
p05_7aq3,지난 한해 동안 자살을 시도한 여부(p1405_7aq3)
h09_6aq4,주관적 적정생활비(h1209_6aq4)
h08_7aq1,보육료 지원-지출을 전제로 한 현물 및 현금(h1208_7aq1)
h08_7aq2,학비지원-지출을 전제로 한 현물 및 현금(h1208_7aq2)
h08_7aq5,급식비 지원-지출을 전제로 한 바우처 또는 현금(h1208_7aq5)
h08_7aq7,에너지-지출을 전제로 한 바우처 또는 현금(h1208_7aq7)
h08_7aq9,통신-지출을 전제로 한 바우처 또는 현금(h1208_7aq9)
h08_7aq10,기타 보조금-지출을 전제로 한 현물 및 현금(h1208_7aq10)
h08_11aq6,주거급여 - 지출을 전제로 한 현금(h1208_11aq6)
h08_11aq9,교육급여 - 지출을 전제로 한 현금(h1208_11aq9)
da_243,주간보호 필요여부(da12_243)
da_245,단기보호 필요여부(da12_245)
da_251,여가활동프로그램 필요여부(da12_251)
da_253,가사원조 필요여부(da12_253)
da_255,외출보조 필요여부(da12_255)
da_257,물리치료(적외선치료 등) 필요여부(da12_257)
da_259,방문간호 필요여부(da12_259)
da_261,이동목욕 필요여부(da12_261)
da_281,"직업상담 및 취업준비, 훈련서비스 필요여부(da12_281)"
da_283,정서적 서비스 필요여부(da12_283)
da_285,일상생활지원 서비스 필요여부(da12_285)
da_287,급식지원 필요여부(da12_287)
da_289,전문상담서비스 필요여부(da12_289)
da_291,주거지원 필요여부(da12_291)
da_293,여가생활 필요여부(da12_293)
da_295,요양시설보호 필요여부(da12_295)
da_297,주야간보호 필요여부(da12_297)
da_299,단기보호 필요여부(da12_299)
da_301,가사지원서비스 필요여부(da12_301)
da_303,물리치료 및 재활 필요여부(da12_303)
da_305,방문간호(간병) 필요여부(da12_305)
da_307,방문 및 이동 목욕 필요여부(da12_307)
h08_7aq11,국민기초생활급여-지출을 전제로 한 현금(1~6월)(h1108_7aq11)
h12_1,지난 1년간 국민기초생활보장급여 신청 여부(통합급여)
nh12_1,가구생성 이후 국민기초생활보장급여 신청 여부(통합급여)
h12_2,국민기초생활보장급여 신청하게 된 이유(h1112_2)
h12_3,수급자 선정 여부(h1112_3)
h12_4,수급자로 선정되지 못한 이유(h1112_4)
h12_5,생계문제 해결방법(1순위)(h1112_5)
h12_6,생계문제 해결방법(2순위)(h1112_6)
h12_7,지난 1년간 국민기초생활보장급여 받은 경험(통합급여)
nh12_7,가구생성이후 국민기초생활보장급여를 받은 경험(nh1112_7)
nh12_8,첫번째_급여를 받은 년(nh1112_8)
h12_9,첫번째_급여를 받은 기간(h1112_9)
h12_10,첫번째_급여를 받은 기간(h1112_10)
h12_11,두번째_급여를 받은 기간(h1112_11)
h12_12,두번째_급여를 받은 기간(h1112_12)
h12_13,세번째_급여를 받은 기간(h1112_13)
h12_14,세번째_급여를 받은 기간(h1112_14)
h12_15,급여를 받게 된 이유(h1112_15)
h12_3aq1,국민기초생활보장 급여수준 평가(h1112_3aq1)
h12_16,수급대상 가구 탈피 예상기간(h1112_16)
h12_17,탈피하더라도 계속 받고 싶은 지원(생계비 제외)(h1112_17)
h12_18,수급자 탈피 이유(h1112_18)
h12_19,탈피 이후 가장 아쉬운 지원(생계비 제외)(h1112_19)
h13_4aq10,(마) 아동인지능력 향상서비스 경험여부(h1113_4aq10)
h12_1_4aq3,올해 근로장려세제의 급여 신청여부(h1012_1_4aq3)
h06_28,서비스만족도_영구임대주택(가)(h0706_28)
h06_31,서비스만족도_공공(국민)임대주택(나)(h0706_31)
h06_34,서비스만족도_전세자금(융자)지원(다)(h0706_34)
h06_37,서비스만족도_저소득층 월세지원(라)(h0706_37)
h06_40,서비스만족도_주택구입자금(융자)지원(마)(h0706_40)
h06_3aq2,기타_서비스만족도(바)(h0706_3aq2)
h08_7aq3,기타 바우처 지원금-지출을 전제로 한 현물 및 현금(h0708_7aq3)
h12_2_7aq1,귀댁의 소득계층(h0712_2_7aq1)
h12_2_7aq2,가. 귀댁의 생활형편-평가(h0712_2_7aq2)
h12_2_7aq3,나. 귀댁의 행복정도-평가(h0712_2_7aq3)
h12_2_7aq4,다. 우리나라의 경제상황-평가(h0712_2_7aq4)
h12_2_7aq5,라. 귀댁의 가계수입-평가(h0712_2_7aq5)
h12_2_7aq6,마. 우리나라의 물가수준-평가(h0712_2_7aq6)
h12_2_7aq7,바. 귀댁의 소비지출-평가(h0712_2_7aq7)
h12_2_7aq8,사. 귀댁의 가계저축 규모-평가(h0712_2_7aq8)
h12_2_7aq9,아. 귀댁의 가계부채 규모-평가(h0712_2_7aq9)
h12_2_7aq10,자. 귀댁의 자산가치 중 부동산-평가(h0712_2_7aq10)
h12_2_7aq11,차. 귀댁의 자산가치 중 금융자산-평가(h0712_2_7aq11)
h12_2_7aq12,가. 생계-평가(h0712_2_7aq12)
h12_2_7aq13,나. 의료(건강)-평가(h0712_2_7aq13)
h12_2_7aq14,다. 주거-평가(h0712_2_7aq14)
h12_2_7aq15,라. 보육-평가(h0712_2_7aq15)
h12_2_7aq16,마. 교육-평가(h0712_2_7aq16)
h12_2_7aq17,바. 취업(일자리)-평가(h0712_2_7aq17)
h12_2_7aq18,사. 교통 및 통신-평가(h0712_2_7aq18)
h12_2_7aq19,아. 여가 및 문화생활수준-평가(h0712_2_7aq19)
h12_2_7aq20,자. 돌봄(노인/장애인수발)-평가(h0712_2_7aq20)
h12_2_7aq21,차. 부채 및 이자상환-평가(h0712_2_7aq21)
h12_2_7aq22,가. 출산-평가(h0712_2_7aq22)
h12_2_7aq23,나. 보육-평가(h0712_2_7aq23)
h12_2_7aq24,다. 아동 및 청소년-평가(h0712_2_7aq24)
h12_2_7aq25,라. 교육문제(초중고/대학등록금)-평가(h0712_2_7aq25)
h12_2_7aq26,마. 청년실업-평가(h0712_2_7aq26)
h12_2_7aq27,바. 주택-평가(h0712_2_7aq27)
h12_2_7aq28,사. 중고령층(베이비붐세대) - 조기퇴직/재취업/노후준비-평가(h0712_2_7aq28)
h12_2_7aq29,아. 노인-평가(h0712_2_7aq29)
h12_2_7aq30,자. 장애인-평가(h0712_2_7aq30)
h12_2_7aq31,차. 빈곤-평가(h0712_2_7aq31)
h12_2_7aq32,가. 공정성-평가(h0712_2_7aq32)
h12_2_7aq33,나. 사회통합-평가(h0712_2_7aq33)
h12_2_7aq34,다. 저출산 문제-평가(h0712_2_7aq34)
h12_2_7aq35,라. 고령화에 따른 부담-평가(h0712_2_7aq35)
h12_2_7aq36,마. 균등한 교육 기회-평가(h0712_2_7aq36)
h12_2_7aq37,바. 취업기회(일자리)-평가(h0712_2_7aq37)
h12_2_7aq38,사. 고용상태의 안정성-평가(h0712_2_7aq38)
h12_2_7aq39,아. 소득분배의 형평성-평가(h0712_2_7aq39)
h12_2_7aq40,자. 계층 상향이동의 가능성-평가(h0712_2_7aq40)
h12_2_7aq41,차. 시민의식 수준-평가(h0712_2_7aq41)
h12_2_7aq42,가. 귀댁의 생활형편-전망(h0712_2_7aq42)
h12_2_7aq43,나. 귀댁의 행복정도-전망(h0712_2_7aq43)
h12_2_7aq44,다. 우리나라의 경제상황-전망(h0712_2_7aq44)
h12_2_7aq45,라. 귀댁의 가계수입-전망(h0712_2_7aq45)
h12_2_7aq46,마. 우리나라의 물가수준-전망(h0712_2_7aq46)
h12_2_7aq47,바. 귀댁의 소비지출-전망(h0712_2_7aq47)
h12_2_7aq48,사. 귀댁의 가계저축 규모-전망(h0712_2_7aq48)
h12_2_7aq49,아. 귀댁의 가계부채 규모-전망(h0712_2_7aq49)
h12_2_7aq50,자. 귀댁의 자산가치 중 부동산-전망(h0712_2_7aq50)
h12_2_7aq51,차. 귀댁의 자산가치 중 금융자산-전망(h0712_2_7aq51)
h12_2_7aq52,"가. 승용차, TV, 냉장고 등 내구재 구입비-전망(h0712_2_7aq52)"
h12_2_7aq53,"나. 의류비(옷, 신발 등)-전망(h0712_2_7aq53)"
h12_2_7aq54,다. 식비(외식 포함)-전망(h0712_2_7aq54)
h12_2_7aq55,"라. 주거비(전세보증금, 월세)-전망(h0712_2_7aq55)"
h12_2_7aq56,"마.교육비(학원비, 과외비 포함)-전망(h0712_2_7aq56)"
h12_2_7aq57,바. 보건의료비-전망(h0712_2_7aq57)
h12_2_7aq58,"사. 교양, 오락 및 문화생활비-전망(h0712_2_7aq58)"
h12_2_7aq59,아. 교통 및 통신비-전망(h0712_2_7aq59)
h12_2_7aq60,"자. 광열비(난방, 취사, 상하수도)-전망(h0712_2_7aq60)"
h12_2_7aq61,차. 이자상환-전망(h0712_2_7aq61)
h12_2_7aq62,가. 생계-전망(h0712_2_7aq62)
h12_2_7aq63,나. 의료(건강)-전망(h0712_2_7aq63)
h12_2_7aq64,다. 주거-전망-전망(h0712_2_7aq64)
h12_2_7aq65,라. 보육-전망(h0712_2_7aq65)
h12_2_7aq66,마. 교육-전망(h0712_2_7aq66)
h12_2_7aq67,바. 취업(일자리)-전망(h0712_2_7aq67)
h12_2_7aq68,사. 교통 및 통신-전망(h0712_2_7aq68)
h12_2_7aq69,아. 여가 및 문화생활수준-전망(h0712_2_7aq69)
h12_2_7aq70,자. 돌봄(노인/장애인수발)-전망(h0712_2_7aq70)
h12_2_7aq71,차. 부채 및 이자상환-전망(h0712_2_7aq71)
h12_2_7aq72,가. 출산-전망(h0712_2_7aq72)
h12_2_7aq73,나. 보육-전망(h0712_2_7aq73)
h12_2_7aq74,다. 아동 및 청소년-전망(h0712_2_7aq74)
h12_2_7aq75,라. 교육문제(초중고/대학등록금)-전망(h0712_2_7aq75)
h12_2_7aq76,마. 청년실업-전망(h0712_2_7aq76)
h12_2_7aq77,바. 주택-전망(h0712_2_7aq77)
h12_2_7aq78,사. 중고령층(베이비붐세대) - 조기퇴직/재취업/노후준비-전망(h0712_2_7aq78)
h12_2_7aq79,아. 노인-전망(h0712_2_7aq79)
h12_2_7aq80,자. 장애인-전망(h0712_2_7aq80)
h12_2_7aq81,차. 빈곤-전망(h0712_2_7aq81)
h12_2_7aq82,가. 공정성-전망(h0712_2_7aq82)
h12_2_7aq83,나. 사회통합-전망(h0712_2_7aq83)
h12_2_7aq84,다. 저출산 문제-전망(h0712_2_7aq84)
h12_2_7aq85,라. 고령화에 따른 부담-전망(h0712_2_7aq85)
h12_2_7aq86,마. 균등한 교육 기회-전망(h0712_2_7aq86)
h12_2_7aq87,바. 취업기회(일자리)-전망(h0712_2_7aq87)
h12_2_7aq88,사. 고용상태의 안정성-전망(h0712_2_7aq88)
h12_2_7aq89,아. 소득분배의 형평성-전망(h0712_2_7aq89)
h12_2_7aq90,자. 계층 상향이동의 가능성-전망(h0712_2_7aq90)
h12_2_7aq91,차. 시민의식 수준-전망(h0712_2_7aq91)
h13_4,생계비지원 만족도(가)(h0713_4)
h13_8,의료비지원 만족도(나)(h0713_8)
h13_12,물품지원 만족도(다)(h0713_12)
h13_16,가정봉사 서비스 만족도(라)(h0713_16)
h13_20,식사배달서비스 만족도(마)(h0713_20)
h13_24,주택관련 서비스 만족도(바)(h0713_24)
h13_28,"직업훈련,취업상담,취업알선 만족도(사)(h0713_28)"
h13_30,상담 경험여부(아)(h0713_30)
h13_32,상담 만족도(아)(h0713_32)
h13_34,약물상담 경험여부(자)(h0713_34)
h13_36,약물상담 만족도(자)(h0713_36)
h13_38,가정폭력상담 경험여부(차)(h0713_38)
h13_40,가정폭력상담 만족도(차)(h0713_40)
h13_42,부모교육 경험여부(카)(h0713_42)
h13_44,부모교육 만족도(카)(h0713_44)
h13_5aq3,생계 등을 위한 대출 만족도(타)(h0713_5aq3)
h13_4aq3,노인돌봄종합서비스사업 만족도(가)(h0713_4aq3)
h13_7aq1,노인돌봄종합서비스사업-월단위 본인부담금(가)(h0713_7aq1)
h13_4aq5,장애인활동보조지원사업 만족도(나)(h0713_4aq5)
h13_7aq2,장애인활동보조지원사업-월단위 본인부담금(나)(h0713_7aq2)
h13_4aq7,산모신생아 도우미사업 만족도(다)(h0713_4aq7)
h13_7aq3,산모신생아 도우미사업-월단위 본인부담금(다)(h0713_7aq3)
h13_4aq9,가사간병 방문서비스사업 만족도(라)(h0713_4aq9)
h13_7aq4,가사간병 방문서비스사업-월단위 본인부담금(라)(h0713_7aq4)
h13_4aq11,아동인지능력 향상서비스 만족도(마)(h0713_4aq11)
h13_7aq5,아동인지능력 향상서비스-월단위 본인부담금(마)(h0713_7aq5)
h13_5aq5,임신출산 진료비지원사업 만족도(바)(h0713_5aq5)
h13_5aq7,장애아동재활치료사업 만족도(사)(h0713_5aq7)
h13_7aq6,장애아동재활치료사업-월단위 본인부담금(사)(h0713_7aq6)
h13_5aq9,i사랑 보육서비스(아이즐거운카드유아학비지원포함) 만족도(아)(h0713_5aq9)
h13_6aq2,언어발달지원사업 만족도(자)(h0713_6aq2)
h13_7aq7,언어발달지원사업-월단위 본인부담금(자)(h0713_7aq7)
h13_4aq19,방문요양 만족도(가)(h0713_4aq19)
h13_4aq21,방문목욕 만족도(나)(h0713_4aq21)
h13_4aq23,방문 간호 만족도(다)(h0713_4aq23)
h13_4aq25,"주,야간보호 만족도(라)(h0713_4aq25)"
h13_4aq27,단기보호 만족도(마)(h0713_4aq27)
h13_4aq29,기타재가급여 만족도(바)(h0713_4aq29)
h13_4aq31,시설급여 만족도(사)(h0713_4aq31)
h13_4aq33,특별현금급여 만족도(아)(h0713_4aq33)
h14_6,기초노령연금 지원 이용 만족도(가)(h0714_6)
h14_10,의료비 지원 이용 만족도(나)(h0714_10)
h14_14,노인 무료 급식 지원 이용 만족도(다)(h0714_14)
h14_18,물품지원 이용 만족도(라)(h0714_18)
h14_22,가정봉사 서비스 이용 만족도(마)(h0714_22)
h14_26,식사 배달 서비스 이용 만족도(바)(h0714_26)
h14_30,"방문 가정간호, 간병, 목욕 서비스 이용만족도(사)(h0714_30)"
h14_34,이동편의 서비스 이용 만족도(아)(h0714_34)
h14_38,주ㆍ야간보호 서비스  이용만족도(자)(h0714_38)
h14_3aq3,노인일자리사업 이용 만족도(차)(h0714_3aq3)
h14_4aq3,사회교육 서비스 이용 만족도(카)(h0714_4aq3)
h15_6,공공보육시설 만족도(가)(h0715_6)
h15_10,양육ㆍ보육료 및 유치원비 보조 만족도(나)(h0715_10)
h15_14,"아동상담, 집단 프로그램 만족도(다)(h0715_14)"
h15_22,방과후돌봄서비스 만족도(라)(h0715_22)
h15_27,무료급식(급식지원 포함) 만족도(마)(h0715_27)
h15_31,학비지원 만족도(바)(h0715_31)
h15_35,예체능 교실 만족도(사)(h0715_35)
h15_39,문화활동 만족도(아)(h0715_39)
h15_4aq3,가정봉사 서비스 만족도(자)(h0715_4aq3)
h15_7aq2,영유아보충식품지원 만족도(차)(h0715_7aq2)
h15_64,"1번.자녀가 이용하는 사교육,보육기관D(h0715_64)"
h15_65,"1번.자녀가 이용하는 사교육,보육기관E(h0715_65)"
h15_72,"2번.자녀가 이용하는 사교육,보육기관D(h0715_72)"
h15_73,"2번.자녀가 이용하는 사교육,보육기관E(h0715_73)"
h15_80,"3번.자녀가 이용하는 사교육,보육기관D(h0715_80)"
h15_81,"3번.자녀가 이용하는 사교육,보육기관E(h0715_81)"
h15_88,"4번.자녀가 이용하는 사교육,보육기관D(h0715_88)"
h15_89,"4번.자녀가 이용하는 사교육,보육기관E(h0715_89)"
h15_96,"5번.자녀가 이용하는 사교육,보육기관D(h0715_96)"
h15_97,"5번.자녀가 이용하는 사교육,보육기관E(h0715_97)"
h15_104,"6번.자녀가 이용하는 사교육,보육기관D(h0715_104)"
h15_105,"6번.자녀가 이용하는 사교육,보육기관E(h0715_105)"
h16_6aq3,장애인연금(중증장애인 대상) 만족도(1)(h0716_6aq3)
h16_6aq6,장애수당(경증장애인 대상) 만족도(2)(h0716_6aq6)
h16_10,장애아동수당 만족도(3)(h0716_10)
h16_12,장애인자립지원 서비스 경험여부(4)(h0716_12)
h16_14,장애인자립지원 서비스 만족도(4)(h0716_14)
h16_20,재활보조기구 및 생활편의용품 지원 경험여부(5)(h0716_20)
h16_22,재활보조기구 및 생활편의용품 지원 만족도(5)(h0716_22)
h16_26,의료재활서비스 만족도(6)(h0716_26)
h16_4aq3,가정봉사서비스 만족도(7)(h0716_4aq3)
h16_4aq6,"방문가정간호, 간병, 목욕 서비스 만족도(8)(h0716_4aq6)"
h16_34,이동편의 서비스 만족도(9)(h0716_34)
h16_38,주택관련 서비스 만족도(10)(h0716_38)
h16_42,가족상담 및 심리재활 서비스 만족도(11)(h0716_42)
h16_4aq9,사회적응 및 취업관련 서비스 만족도(12)(h0716_4aq9)
h16_58,장애아동 및 장애인자녀 보육비 및 교육비 지원 만족도(13)(h0716_58)
h16_62,장애아동 및 장애인자녀 관련프로그램 만족도(14)(h0716_62)
h16_66,자동차관련지원 만족도(15)(h0716_66)
h07_4aq1,바우쳐-장기요양 비용(h0607_4aq1)
h07_4aq2,바우쳐-노인 비용(h0607_4aq2)
h07_4aq3,바우쳐-장애인 비용(h0607_4aq3)
h07_4aq4,바우쳐-아동 비용(h0607_4aq4)
h07_4aq5,바우쳐-기타 비용(h0607_4aq5)
h08_aq18,노인교통비(h0608_aq18)
h08_5aq2,한시생계비(2010년)(h0608_5aq2)
h09_5aq1,금융기관대출-이 중 담보대출(h0609_5aq1)
h12_2_6aq1,희망키움통장의 인지 여부(h0612_2_6aq1)
h12_2_6aq2,희망키움통장 사업의 참여여부(h0612_2_6aq2)
h12_2_6aq3,희망키움통장 최초 적립 시점(h0612_2_6aq3)
h12_2_6aq4,현재 희망키움통장을 계속 유지 여부(h0612_2_6aq4)
h12_2_6aq5,2010년 중 희망키움통장 적립기간(h0612_2_6aq5)
h12_2_6aq6,적립금(h0612_2_6aq6)
h12_2_6aq7,매칭금(h0612_2_6aq7)
h12_2_6aq8,근로소독장려금(h0612_2_6aq8)
h12_2_6aq9,희망키움통장 탈수급 시점(h0612_2_6aq9)
h12_2_6aq10,희망키움통장 적립기간(h0612_2_6aq10)
h12_2_6aq11,적립금(h0612_2_6aq11)
h12_2_6aq12,매칭금(h0612_2_6aq12)
h12_2_6aq13,근로소독장려금(h0612_2_6aq13)
h12_2_6aq14,희망키움통장 탈수급 시점(h0612_2_6aq14)
h12_2_6aq15,희망키움통장 해지 시점(h0612_2_6aq15)
h12_2_6aq16,희망키움통장 해시 시 총 지급액(h0612_2_6aq16)
h12_2_6aq17,희망키움통장 해지 시점(h0612_2_6aq17)
h12_2_6aq18,희망키움통장 해지 시 총 지급액(h0612_2_6aq18)
h13_3,생계비 지원 서비스제공기관(가)(h0613_3)
h13_7,의료비 지원 서비스제공기관(나)(h0613_7)
h13_11,물품지원 서비스제공기관(다)(h0613_11)
h13_15,가정봉사 서비스 서비스제공기관(라)(h0613_15)
h13_19,식사배달서비스 서비스제공기관(마)(h0613_19)
h13_23,주택관련 서비스 서비스제공기관(바)(h0613_23)
h13_27,"직업훈련,취업상담,취업알선 서비스제공기관(사)(h0613_27)"
h13_31,상담 서비스제공기관(아)(h0613_31)
h13_35,약물상담 서비스제공기관(자)(h0613_35)
h13_39,가정폭력상담 서비스제공기관(차)(h0613_39)
h13_43,부모교육 서비스제공기관(카)(h0613_43)
h13_5aq2,생계 등을 위한 대출 서비스제공기관(타)(h0613_5aq2)
h14_5,기초노령연금 지원 서비스제공기관(가)(h0614_5)
h14_9,의료비 지원 서비스제공기관(나)(h0614_9)
h14_13,노인 무료 급식 지원 서비스제공기관(다)(h0614_13)
h14_17,물품지원 서비스제공기관(라)(h0614_17)
h14_21,가정봉사 서비스 서비스제공기관(마)(h0614_21)
h14_25,식사 배달 서비스 서비스제공기관(바)(h0614_25)
h14_29,"방문 가정간호, 간병, 목욕 서비스 서비스제공기관(사)(h0614_29)"
h14_33,이동편의 서비스제공기관(아)(h0614_33)
h14_37,주ㆍ야간보호 서비스제공기관(자)(h0614_37)
h14_3aq2,노인일자리사업 서비스제공기관(차)(h0614_3aq2)
h14_4aq2,사회교육 서비스제공기관(카)(h0614_4aq2)
h15_5,국공립 보육시설 서비스 제공기관(가)(h0615_5)
h15_9,양육ㆍ보육료 및 유치원비 보조 서비스 제공기관(나)(h0615_9)
h15_13,"아동상담, 집단 프로그램 서비스 제공기관(다)(h0615_13)"
h15_21,방과후돌봄서비스 제공기관(라)(h0615_21)
h15_26,무료급식 서비스 제공기관(반액급식 포함)(마)(h0615_26)
h15_30,학비지원 서비스 제공기관(바)(h0615_30)
h15_34,예체능 교실 서비스 제공기관(사)(h0615_34)
h15_38,문화활동 서비스 제공기관(아)(h0615_38)
h15_4aq2,가정봉사 서비스 제공기관(자)(h0615_4aq2)
h16_4,장애수당 경험여부(가-1)(h0616_4)
h16_5,장애수당 서비스제공기관(가-1)(h0616_5)
h16_6,장애수당 만족도(가-1)(h0616_6)
h16_6aq2,장애인연금(중증 장애인) 서비스제공기관(가-2)(h0616_6aq2)
h16_6aq5,경증장애수당 서비스제공기관(가-3)(h0616_6aq5)
h16_9,장애아동수당 서비스제공기관(나)(h0616_9)
h16_13,장애인자립지원 서비스 제공기관(다)(h0616_13)
h16_21,재활보조기구 및 생활편의용품 지원 서비스 제공기관(라)(h0616_21)
h16_25,의료재활서비스 서비스제공기관(마)(h0616_25)
h16_4aq2,가정봉사서비스 제공기관(바)(h0616_4aq2)
h16_4aq5,방문가정간호 혹은 간병서비스 제공기관(사)(h0616_4aq5)
h16_33,이동편의 서비스 서비스제공기관(아)(h0616_33)
h16_37,주택관련 서비스제공기관(자)(h0616_37)
h16_41,가족상담 및 심리재활 서비스 제공기관(차)(h0616_41)
h16_4aq8,사회적응 및 취업관련 서비스 제공기관(카)(h0616_4aq8)
h16_57,장애아동 및 장애인자녀 보육비 및 교육비 서비스 제공기관(타)(h0616_57)
h16_61,장애아동 및 장애인자녀 관련프로그램 서비스 제공기관(파)(h0616_61)
h16_65,자동차관련지원 서비스제공기관(하)(h0616_65)
h08_4aq115,유류환급금(h0508_4aq115)
h13_4aq12,비만아동건강 서비스(바)(h0513_4aq12)
h13_4aq13,비만아동건강 서비스 만족도(바)(h0513_4aq13)
h07_3aq12,교통통신비(h0407_3aq12)
h08_1,가구원번호 1(h0308_1)
h08_2,해당여부 1-1(h0308_2)
h08_3,변화된 월(月) 1-1(h0308_3)
h08_4,해당여부 1-2(h0308_4)
h08_5,변화된 월(月) 1-2(h0308_5)
h08_6,해당여부 1-3(h0308_6)
h08_7,변화된 월(月) 1-3(h0308_7)
h08_8,해당여부 1-4(h0308_8)
h08_9,변화된 월(月) 1-4(h0308_9)
h08_10,해당여부 1-5(h0308_10)
h08_11,변화된 월(月) 1-5(h0308_11)
h08_12,해당여부 1-6(h0308_12)
h08_13,변화된 월(月) 1-6(h0308_13)
h08_14,해당여부 1-7(h0308_14)
h08_15,변화된 월(月) 1-7(h0308_15)
h08_16,가구원번호 2(h0308_16)
h08_17,해당여부 2-1(h0308_17)
h08_18,변화된 월(月) 2-1(h0308_18)
h08_19,해당여부 2-2(h0308_19)
h08_20,변화된 월(月) 2-2(h0308_20)
h08_21,해당여부 2-3(h0308_21)
h08_22,변화된 월(月) 2-3(h0308_22)
h08_23,해당여부 2-4(h0308_23)
h08_24,변화된 월(月) 2-4(h0308_24)
h08_25,해당여부 2-5(h0308_25)
h08_26,변화된 월(月) 2-5(h0308_26)
h08_27,해당여부 2-6(h0308_27)
h08_28,변화된 월(月) 2-6(h0308_28)
h08_29,해당여부 2-7(h0308_29)
h08_30,변화된 월(月) 2-7(h0308_30)
h08_31,가구원번호 3(h0308_31)
h08_32,해당여부 3-1(h0308_32)
h08_33,변화된 월(月) 3-1(h0308_33)
h08_34,해당여부 3-2(h0308_34)
h08_35,변화된 월(月) 3-2(h0308_35)
h08_36,해당여부 3-3(h0308_36)
h08_37,변화된 월(月) 3-3(h0308_37)
h08_38,해당여부 3-4(h0308_38)
h08_39,변화된 월(月) 3-4(h0308_39)
h08_40,해당여부 3-5(h0308_40)
h08_41,변화된 월(月) 3-5(h0308_41)
h08_42,해당여부 3-6(h0308_42)
h08_43,변화된 월(月) 3-6(h0308_43)
h08_44,해당여부 3-7(h0308_44)
h08_45,변화된 월(月) 3-7(h0308_45)
h08_46,가구원번호 4(h0308_46)
h08_47,해당여부 4-1(h0308_47)
h08_48,변화된 월(月) 4-1(h0308_48)
h08_49,해당여부 4-2(h0308_49)
h08_50,변화된 월(月) 4-2(h0308_50)
h08_51,해당여부 4-3(h0308_51)
h08_52,변화된 월(月) 4-3(h0308_52)
h08_53,해당여부 4-4(h0308_53)
h08_54,변화된 월(月) 4-4(h0308_54)
h08_55,해당여부 4-5(h0308_55)
h08_56,변화된 월(月) 4-5(h0308_56)
h08_57,해당여부 4-6(h0308_57)
h08_58,변화된 월(月) 4-6(h0308_58)
h08_59,해당여부 4-7(h0308_59)
h08_60,변화된 월(月) 4-7(h0308_60)
h08_61,가구원번호 5(h0308_61)
h08_62,해당여부 5-1(h0308_62)
h08_63,변화된 월(月) 5-1(h0308_63)
h08_64,해당여부 5-2(h0308_64)
h08_65,변화된 월(月) 5-2(h0308_65)
h08_66,해당여부 5-3(h0308_66)
h08_67,변화된 월(月) 5-3(h0308_67)
h08_68,해당여부 5-4(h0308_68)
h08_69,변화된 월(月) 5-4(h0308_69)
h08_70,해당여부 5-5(h0308_70)
h08_71,변화된 월(月) 5-5(h0308_71)
h08_72,해당여부 5-6(h0308_72)
h08_73,변화된 월(月) 5-6(h0308_73)
h08_74,해당여부 5-7(h0308_74)
h08_75,변화된 월(月) 5-7(h0308_75)
h08_76,가구원번호 6(h0308_76)
h08_77,해당여부 6-1(h0308_77)
h08_78,변화된 월(月) 6-1(h0308_78)
h08_79,해당여부 6-2(h0308_79)
h08_80,변화된 월(月) 6-2(h0308_80)
h08_81,해당여부 6-3(h0308_81)
h08_82,변화된 월(月) 6-3(h0308_82)
h08_83,해당여부 6-4(h0308_83)
h08_84,변화된 월(月) 6-4(h0308_84)
h08_85,해당여부 6-5(h0308_85)
