,source,target,weight
24967,obtain,accurate,1
24968,informing,ongoing,1
24969,informing,putative,1
24970,informing,decision,1
24971,informing,em,1
24972,informing,practice,1
24973,leaders,design,1
24974,leaders,health,1
24975,leaders,perceptions,4
24976,leaders,role,1
24977,leaders,perceived,1
24978,leaders,trust,1
24979,leaders,incorporate,1
24980,leaders,managers,1
24981,leaders,makes,1
24982,leaders,perception,1
24983,leaders,perspectives,1
24984,leaders,individual,1
24985,leaders,nursing,1
24986,leaders,african,1
24987,similar,elder,1
24988,similar,irish,1
24989,similar,forms,1
24990,similar,sociodemographic,1
24991,similar,associations,1
24992,similar,abusers,1
24993,similar,local,1
24994,similar,previous,1
24995,similar,concerns,1
24996,similar,original,1
24997,similar,prevalence,1
24998,similar,challenges,1
24999,similar,circumstances,1
25000,similar,tools,1
25001,similar,study,1
25002,similar,rates,1
25003,similar,meaning,1
25004,similar,risks,1
25005,similar,factors,1
25006,similar,social,1
25007,similar,distinct,1
25008,similar,rate,1
25009,similar,northern,1
25010,approved,weill,2
25011,approved,medical,1
25012,approved,sufficient,1
25013,approved,october,1
25014,weill,cornell,4
25015,cornell,medicine,2
25016,cornell,medical,1
25017,cornell,medicinenewyorkpresbyterian,1
25018,medicine,institutional,2
25019,medicine,social,1
25020,medicine,civil,1
25021,medicine,geriatrics,1
25022,medicine,neuroscience,1
25023,medicine,pediatric,1
25024,medicine,criminal,1
25025,medicine,physicians,1
25026,medicine,n10,1
25027,medicine,site,1
25028,medicine,internationally,1
25029,medicine,retrospective,1
25030,medicine,collaborate,1
25031,medicine,geriatric,1
25032,board,protocol,2
25033,board,individuals,1
25034,board,2013,1
25035,board,game,3
25036,2002021422,aim,1
25037,disseminate,results,2
25038,journals,national,2
25039,journals,presented,1
25040,journals,bibliometric,1
25041,journals,focus,1
25042,conferences,interested,2
25043,interested,patient,2
25044,interested,preventing,1
25045,interested,theoretical,1
25046,demographic,transition,1
25047,demographic,projections,1
25048,demographic,dynamics,1
25049,demographic,characteristics,9
25050,demographic,variables,2
25051,demographic,data,2
25052,demographic,methodological,1
25053,demographic,information,1
25054,demographic,covariates,1
25055,demographic,factors,2
25056,demographic,socioeconomic,1
25057,transition,ghana,1
25058,transition,icd9,2
25059,ghana,state,1
25060,ghana,young,1
25061,ghana,focusing,1
25062,ghana,qualitative,1
25063,ghana,exploratory,1
25064,ghana,nursing,1
25065,ghana,study,1
25066,ghana,west,1
25067,ghana,purpose,2
25068,ghana,thematic,1
25069,ghana,findings,1
25070,ghana,semistructured,1
25071,ghana,implications,1
25072,ghana,traditional,1
25073,elderly,emerging,1
25074,elderly,cohort,1
25075,elderly,population,15
25076,elderly,proportion,1
25077,elderly,paper,1
25078,elderly,policy,1
25079,elderly,country,1
25080,elderly,life,1
25081,elderly,persons,6
25082,elderly,adults,2
25083,elderly,care,11
25084,elderly,patient,1
25085,elderly,neglect,1
25086,elderly,deaths,1
25087,elderly,vulnerable,2
25088,elderly,individuals,22
25089,elderly,residents,4
25090,elderly,patients,12
25091,elderly,living,5
25092,elderly,respectively,1
25093,elderly,strong,2
25094,elderly,icu,1
25095,elderly,associated,1
25096,elderly,intensive,1
25097,elderly,aimed,1
25098,elderly,people,21
25099,elderly,higher,1
25100,elderly,sample,1
25101,elderly,pine,2
25102,elderly,abuse,50
25103,elderly,city,1
25104,elderly,person,1
25105,elderly,subjects,3
25106,elderly,health,2
25107,elderly,participating,1
25108,elderly,abused,1
25109,elderly,institutions,1
25110,elderly,nepalese,1
25111,elderly,females,1
25112,elderly,experienced,1
25113,elderly,ill,1
25114,elderly,chicago,3
25115,elderly,groups,1
25116,elderly,participants,2
25117,elderly,neglected,1
25118,elderly,mizan,1
25119,elderly,selected,1
25120,elderly,relation,1
25121,elderly,specifically,1
25122,elderly,family,2
25123,elderly,maltreatment,2
25124,elderly,home,1
25125,elderly,included,1
25126,elderly,uncertain,1
25127,elderly,worrisome,1
25128,elderly,agerelated,1
25129,elderly,forensic,1
25130,elderly,fraud,1
25131,elderly,oral,1
25132,elderly,residing,3
25133,elderly,receive,1
25134,elderly,improvements,1
25135,elderly,kingdom,2
25136,elderly,65years,1
25137,elderly,dementia,3
25138,elderly,twofactor,1
25139,elderly,aging,1
25140,elderly,silenced,1
25141,elderly,determinants,1
25142,elderly,uses,1
25143,elderly,suffered,1
25144,elderly,negative,1
25145,elderly,live,1
25146,elderly,longterm,3
25147,elderly,multiple,1
25148,elderly,remains,1
25149,elderly,representation,1
25150,elderly,base,1
25151,elderly,outpatients,1
25152,elderly,female,2
25153,elderly,floormate,1
25154,elderly,victim,1
25155,elderly,study,3
25156,elderly,results,1
25157,elderly,parents,4
25158,elderly,victims,2
25159,elderly,couples,1
25160,elderly,purpose,1
25161,elderly,oniie,1
25162,elderly,effe,1
25163,elderly,women,10
25164,elderly,cairo,1
25165,elderly,clients,1
25166,elderly,residential,1
25167,elderly,unintentional,1
25168,elderly,increased,1
25169,elderly,thoseinneed,1
25170,elderly,womens,1
25171,elderly,mandatory,1
25172,elderly,developed,1
25173,elderly,formal,1
25174,elderly,womenwidows,1
25175,elderly,caregiving,1
25176,elderly,assistance,1
25177,elderly,legal,1
25178,elderly,elder,2
25179,elderly,participate,1
25180,elderly,adl,1
25181,elderly,hospitalized,1
25182,elderly,association,1
25183,elderly,colombia,1
25184,elderly,giving,1
25185,elderly,furthermore,1
25186,elderly,prevention,1
25187,elderly,pursuit,1
25188,elderly,echo,1
25189,elderly,support,1
25190,elderly,4,1
25191,elderly,5,1
25192,elderly,abuser,1
25193,elderly,elderly,1
25194,elderly,night,1
25195,elderly,perpetrator,2
25196,elderly,continued,1
25197,elderly,total,1
25198,young,generally,1
25199,young,adults,3
25200,young,low,1
25201,young,versus,1
25202,youthful,evidence,1
25203,increases,size,1
25204,increases,lower,1
25205,increases,phenomenon,1
25206,increases,ability,1
25207,increases,reported,1
25208,increases,likelihood,1
25209,increases,risk,2
25210,increases,vulnerability,1
25211,increases,numbers,1
25212,increases,selfefficacy,1
25213,increases,probabilities,1
25214,increases,workload,1
25215,size,elderly,1
25216,size,screening,1
25217,size,income,1
25218,size,aggressive,1
25219,size,210,1
25220,size,underestimated,1
25221,size,clinical,1
25222,size,measures,1
25223,size,covariates,1
25224,size,109,1
25225,size,n,1
25226,size,small,1
25227,size,facility,1
25228,cohort,demographic,1
25229,cohort,older,2
25230,cohort,childhood,1
25231,cohort,study,12
25232,cohort,consisted,1
25233,cohort,studies,2
25234,cohort,predicted,1
25235,cohort,date,1
25236,cohort,design,1
25237,cohort,frailty,1
25238,cohort,communitydwelling,1
25239,projections,estimate,1
25240,proportion,population,2
25241,proportion,elders,1
25242,proportion,effect,1
25243,proportion,abusive,1
25244,proportion,helped,1
25245,proportion,z,1
25246,proportion,correct,1
25247,proportion,residents,1
25248,proportion,respondents,1
25249,proportion,greater,1
25250,proportion,visits,2
25251,proportion,ed,1
25252,15,years,1
25253,15,ethiopian,1
25254,15,elderly,1
25255,15,50,1
25256,15,questions,1
25257,15,articles,1
25258,15,survey,1
25259,15,sexual,1
25260,15,according,1
25261,15,2019,1
25262,15,2021,1
25263,15,refused,1
25264,15,nursing,1
25265,15,867,1
25266,15,interviews,1
25267,15,arab,1
25268,15,experienced,1
25269,15,vs,1
25270,15,13,1
25271,15,job,1
25272,decline,overtime,1
25273,decline,fertility,1
25274,decline,sleep,1
25275,decline,emotional,1
25276,decline,daily,1
25277,decline,times,1
25278,overtime,decline,1
25279,fertility,rise,1
25280,rise,elderly,1
25281,rise,scams,1
25282,rise,population,1
25283,rise,new,1
25284,rise,mounting,1
25285,rise,globe,1
25286,rise,potential,2
25287,expected,continue,1
25288,expected,grow,5
25289,expected,increase,1
25290,expected,study,2
25291,expected,double,2
25292,expected,increasing,1
25293,expected,evidence,1
25294,continue,declining,1
25295,continue,rise,1
25296,continue,important,1
25297,continue,development,1
25298,declining,mortality,1
25299,declining,financial,1
25300,mortality,rates,3
25301,mortality,salience,1
25302,mortality,physical,2
25303,mortality,associated,1
25304,mortality,governments,1
25305,mortality,older,3
25306,mortality,little,1
25307,mortality,risk,4
25308,mortality,types,1
25309,mortality,risks,1
25310,mortality,differences,1
25311,mortality,studies,1
25312,mortality,rate,2
25313,mortality,decades,1
25314,mortality,study,2
25315,mortality,sleep,1
25316,mortality,tracked,1
25317,mortality,depression,1
25318,mortality,numerous,1
25319,mortality,elder,1
25320,mortality,reported,1
25321,mortality,traced,1
25322,mortality,highest,1
25323,mortality,clustering,1
25324,mortality,death,1
25325,mortality,prior,1
25326,mortality,controlling,1
25327,mortality,status,1
25328,mortality,social,1
25329,mortality,healthcare,1
25330,mortality,increased,1
25331,mortality,prospective,1
25332,mortality,populationbased,1
25333,mortality,data,1
25334,mortality,ascertained,1
25335,mortality,broad,1
25336,mortality,respect,1
25337,mortality,chineseamerican,1
25338,mortality,1year,1
25339,mortality,567,1
25340,mortality,readmission,2
25341,mortality,following,1
25342,rates,resulting,1
25343,rates,violence,2
25344,rates,elder,5
25345,rates,trauma,1
25346,rates,american,1
25347,rates,abuse,4
25348,rates,risk,1
25349,rates,ea,1
25350,rates,categories,1
25351,rates,underscoring,1
25352,rates,evidence,1
25353,rates,aps,1
25354,rates,remained,1
25355,rates,settings,1
25356,rates,emotional,3
25357,rates,specific,1
25358,rates,decreased,2
25359,rates,interpersonal,1
25360,rates,communitybased,1
25361,rates,ane,1
25362,rates,financial,1
25363,rates,reporting,1
25364,rates,caregiver,2
25365,rates,low,1
25366,rates,oaa,1
25367,rates,emergency,2
25368,rates,death,1
25369,rates,enhancing,1
25370,rates,prosecution,1
25371,rates,likely,1
25372,rates,implications,1
25373,rates,physical,1
25374,rates,dignity,1
25375,rates,coronavirus,1
25376,rates,mental,1
25377,rates,individual,1
25378,rates,categorizing,1
25379,rates,prior,1
25380,rates,97,1
25381,rates,confirm,1
25382,rates,index,1
25383,rates,regional,1
25384,rates,em,2
25385,longevity,unfortunately,1
25386,longevity,healthy,1
25387,longevity,advantage,1
25388,longevity,survey,1
25389,growth,elderly,1
25390,growth,detection,1
25391,growth,number,2
25392,growth,past,1
25393,growth,notion,1
25394,occurring,time,1
25395,occurring,community,1
25396,occurring,abuse,1
25397,occurring,women,1
25398,occurring,fe,1
25399,occurring,elders,1
25400,occurring,better,1
25401,occurring,contemporary,1
25402,occurring,related,1
25403,occurring,domestic,1
25404,occurring,levels,1
25405,occurring,type,1
25406,occurring,japan,1
25407,occurring,family,1
25408,occurring,residential,1
25409,breaking,account,1
25410,breaking,silence,1
25411,breaking,cycle,1
25412,account,urbanization,1
25413,account,issues,1
25414,account,analyses,1
25415,account,severity,1
25416,account,different,1
25417,account,hierarchical,1
25418,account,link,1
25419,account,care,1
25420,account,differences,1
25421,account,seeking,1
25422,account,nested,1
25423,urbanization,socioeconomic,1
25424,urbanization,eroding,1
25425,socioeconomic,development,1
25426,socioeconomic,disparities,1
25427,socioeconomic,catchments,1
25428,socioeconomic,status,8
25429,socioeconomic,level,1
25430,socioeconomic,sociocultural,1
25431,socioeconomic,disadvantage,1
25432,socioeconomic,covariates,1
25433,socioeconomic,characteristics,1
25434,socioeconomic,factors,2
25435,socioeconomic,background,1
25436,socioeconomic,strata,2
25437,socioeconomic,groups,1
25438,socioeconomic,grounds,1
25439,socioeconomic,conditions,1
25440,globalization,implications,1
25441,snapshot,overview,1
25442,dynamics,ghana,1
25443,dynamics,lead,1
25444,dynamics,abuse,1
25445,dynamics,intimate,1
25446,dynamics,correlates,1
25447,dynamics,association,1
25448,dynamics,general,1
25449,dynamics,reduce,1
25450,dynamics,detection,1
25451,dynamics,impacting,1
25452,dynamics,range,1
25453,dynamics,violence,1
25454,dynamics,homes,1
25455,dynamics,shaping,1
25456,confronting,elderly,1
25457,gaps,pertinent,1
25458,gaps,improving,1
25459,gaps,identified,1
25460,gaps,comprehensive,1
25461,gaps,examining,1
25462,gaps,elder,1
25463,gaps,underrecognized,1
25464,gaps,randomized,1
25465,gaps,research,1
25466,gaps,literature,2
25467,gaps,identification,1
25468,gaps,training,1
25469,gaps,knowledge,2
25470,gaps,interteam,1
25471,gaps,remain,1
25472,gaps,fatal,1
25473,gaps,current,1
25474,gaps,exist,1
25475,gaps,capacity,1
25476,pertinent,issues,1
25477,pertinent,negatives,1
25478,shaping,deliberations,1
25479,shaping,social,1
25480,shaping,future,1
25481,shaping,form,1
25482,deliberations,elderly,1
25483,indian,communities,1
25484,indian,elders,1
25485,indian,alaska,1
25486,indian,elderly,1
25487,indian,population,1
25488,indian,societal,1
25489,indian,society,1
25490,indian,stateshimachal,1
25491,indian,states,1
25492,communities,integrative,2
25493,communities,communitycentered,1
25494,communities,identify,1
25495,communities,anuradhapura,1
25496,communities,abuse,1
25497,communities,article,1
25498,communities,reviews,1
25499,communities,reap,1
25500,communities,despite,1
25501,communities,oyo,1
25502,communities,service,1
25503,communities,recently,1
25504,communities,including,1
25505,communities,available,1
25506,communities,uk,1
25507,communities,eastern,1
25508,communities,strong,1
25509,communities,intergenerationally,1
25510,communities,ombudsman,1
25511,communities,world,1
25512,communities,developing,1
25513,communities,experience,1
25514,communities,replicate,1
25515,communities,practice,1
25516,communities,ontario,1
25517,communities,willing,1
25518,communities,social,1
25519,communities,fortyseven,1
25520,communities,elder,1
25521,communities,tianjin,1
25522,communities,australia,1
25523,communities,particularly,1
25524,integrative,review,3
25525,integrative,intervention,1
25526,lowest,life,1
25527,lowest,survival,1
25528,lowest,prevalence,1
25529,lowest,harmful,1
25530,lowest,priority,1
25531,lowest,rate,1
25532,lowest,702,1
25533,expectancies,united,1
25534,disproportionate,disease,1
25535,disease,burden,2
25536,disease,quarantine,1
25537,disease,pandemic,1
25538,disease,2019,2
25539,disease,control,2
25540,disease,morbidity,1
25541,disease,comorbidities,1
25542,disease,income,1
25543,disease,vulnerable,1
25544,disease,functional,1
25545,disease,current,1
25546,disease,patient,1
25547,disease,dementias,1
25548,disease,related,1
25549,disease,physical,1
25550,disease,stroke,1
25551,disease,musculoskeletal,1
25552,disease,elder,1
25553,disease,risk,2
25554,disease,categories,1
25555,disease,heart,1
25556,disease,neurological,1
25557,disease,chronic,1
25558,disease,odds,1
25559,disease,138,1
25560,disease,117,1
25561,disease,151,1
25562,disease,category,2
25563,disease,148,1
25564,disease,primary,1
25565,burden,socioeconomic,1
25566,burden,economic,1
25567,burden,reporting,1
25568,burden,elder,4
25569,burden,seeking,1
25570,burden,data,1
25571,burden,miniforms,1
25572,burden,interpersonal,1
25573,burden,remains,1
25574,burden,ninety,1
25575,burden,dementia,1
25576,burden,proves,1
25577,burden,cooperation,1
25578,burden,study,2
25579,burden,caregivers,1
25580,burden,ultimately,1
25581,burden,additional,1
25582,burden,abuse,2
25583,burden,scale,1
25584,burden,family,1
25585,burden,anxiety,1
25586,burden,reported,1
25587,burden,findings,1
25588,burden,formal,1
25589,burden,growth,1
25590,burden,covid19,1
25591,burden,constant,1
25592,burden,lower,1
25593,burden,examine,1
25594,burden,influence,1
25595,burden,level,1
25596,burden,present,1
25597,burden,cr,1
25598,burden,care,1
25599,burden,investigate,1
25600,burden,alter,2
25601,burden,altered,1
25602,burden,prevented,1
25603,burden,appear,1
25604,disparities,higher,1
25605,disparities,areas,1
25606,disparities,exist,1
25607,lifespan,thought,1
25608,lifespan,development,1
25609,lifespan,review,1
25610,lifespan,evidence,1
25611,lifespan,approach,1
25612,contribute,higher,2
25613,contribute,financially,1
25614,contribute,elder,3
25615,contribute,prevention,1
25616,contribute,maximising,1
25617,contribute,underreporting,1
25618,contribute,development,1
25619,contribute,findings,1
25620,contribute,increase,1
25621,contribute,fatal,1
25622,contribute,timely,1
25623,contribute,risk,2
25624,contribute,revision,1
25625,contribute,reduction,1
25626,contribute,understanding,2
25627,contribute,increased,1
25628,contribute,accuracy,1
25629,contribute,abuse,1
25630,contribute,linkages,1
25631,linked,adverse,1
25632,linked,20062014,1
25633,linked,elder,2
25634,linked,sv,1
25635,linked,mental,1
25636,linked,possible,1
25637,linked,staff,1
25638,linked,en,1
25639,linked,primary,1
25640,linked,health,1
25641,preferred,reporting,2
25642,preferred,help,1
25643,preferred,facilitating,1
25644,reporting,items,2
25645,reporting,little,1
25646,reporting,elder,17
25647,reporting,low,3
25648,reporting,abuse,6
25649,reporting,remains,1
25650,reporting,nurses,1
25651,reporting,decisions,2
25652,reporting,guidelines,1
25653,reporting,ean,3
25654,reporting,responsibilities,1
25655,reporting,higher,1
25656,reporting,requirements,2
25657,reporting,responsibility,1
25658,reporting,authorities,1
25659,reporting,emergency,1
25660,reporting,suspected,5
25661,reporting,provided,1
25662,reporting,system,5
25663,reporting,procedures,2
25664,reporting,instrument,1
25665,reporting,limited,1
25666,reporting,training,1
25667,reporting,professional,1
25668,reporting,described,1
25669,reporting,confidentiality,1
25670,reporting,potential,1
25671,reporting,symptoms,1
25672,reporting,poor,2
25673,reporting,healthcare,1
25674,reporting,estimates,1
25675,reporting,em,1
25676,reporting,12month,2
25677,reporting,behavior,1
25678,reporting,necessary,1
25679,reporting,opposed,1
25680,reporting,unclear,1
25681,reporting,abusethe,1
25682,reporting,observational,1
25683,reporting,researchers,1
25684,reporting,financial,2
25685,reporting,condition,1
25686,reporting,observed,1
25687,reporting,managing,1
25688,reporting,unique,1
25689,reporting,mistreatment,1
25690,reporting,suspicions,1
25691,reporting,laws,1
25692,reporting,benefits,1
25693,reporting,adverse,1
25694,reporting,distinct,1
25695,reporting,generally,1
25696,reporting,benefit,1
25697,reporting,argue,1
25698,reporting,addressing,1
25699,reporting,study,1
25700,reporting,elderly,1
25701,reporting,intervention,1
25702,reporting,forms,1
25703,reporting,frequency,1
25704,reporting,degree,1
25705,reporting,rates,1
25706,reporting,guidance,1
25707,reporting,total,1
25708,reporting,cases,1
25709,reporting,childhood,1
25710,reporting,increased,1
25711,reporting,attitudes,2
25712,reporting,experiences,1
25713,reporting,lower,1
25714,items,systematic,2
25715,items,0,1
25716,items,deleted,1
25717,items,2,2
25718,items,underscoring,1
25719,items,modified,1
25720,items,included,2
25721,items,multistep,1
25722,items,revealed,1
25723,items,review,1
25724,items,p,1
25725,items,revised,1
25726,items,substantiation,1
25727,items,validity,1
25728,items,predicting,1
25729,items,visibility,1
25730,items,principal,1
25731,items,assess,1
25732,items,factor,1
25733,items,twice,1
25734,items,defined,2
25735,items,reduced,1
25736,items,27,1
25737,items,showed,1
25738,items,analyzed,1
25739,items,inclusiveness,1
25740,items,relevance,1
25741,items,appropriate,1
25742,items,mistreatment,1
25743,items,violence,1
25744,items,evidenced,1
25745,items,communitydwelling,1
25746,items,chinese,1
25747,items,fearful,1
25748,items,ranged,1
25749,items,older,1
25750,items,equivalent,1
25751,items,associated,1
25752,items,adequate,1
25753,items,resulted,1
25754,items,types,1
25755,items,evaluate,1
25756,items,detailed,1
25757,items,analyzing,1
25758,guidelines,informed,1
25759,guidelines,ensure,1
25760,guidelines,major,1
25761,guidelines,prevent,1
25762,guidelines,selfassessment,1
25763,guidelines,clinical,1
25764,guidelines,elder,1
25765,guidelines,2015,1
25766,guidelines,state,1
25767,guidelines,areas,1
25768,guidelines,identification,1
25769,guidelines,experts,1
25770,guidelines,national,1
25771,guidelines,adult,1
25772,guidelines,help,1
25773,guidelines,unknown,1
25774,guidelines,aps,1
25775,guidelines,widespread,1
25776,guidelines,indicates,1
25777,guidelines,sociodemographic,1
25778,guidelines,multiagency,1
25779,guidelines,policies,1
25780,guidelines,detection,1
25781,guidelines,arksey,1
25782,informed,methodology,1
25783,informed,literature,1
25784,informed,financial,2
25785,informed,care,1
25786,informed,existing,1
25787,informed,mdt,1
25788,informed,data,1
25789,informed,findings,1
25790,informed,consent,1
25791,informed,development,1
25792,informed,history,1
25793,informed,feminism,1
25794,assessment,literature,1
25795,assessment,interventions,1
25796,assessment,subsequent,1
25797,assessment,training,3
25798,assessment,needs,1
25799,assessment,informed,1
25800,assessment,tools,3
25801,assessment,include,1
25802,assessment,patients,1
25803,assessment,intervention,1
25804,assessment,instrument,2
25805,assessment,specific,1
25806,assessment,suggested,1
25807,assessment,process,1
25808,assessment,questions,1
25809,assessment,vulnerability,1
25810,assessment,fe,1
25811,assessment,tool,2
25812,assessment,profile,1
25813,assessment,treatment,2
25814,assessment,potential,1
25815,assessment,separately,1
25816,assessment,criteria,1
25817,assessment,documentation,1
25818,assessment,equity,1
25819,assessment,conducted,1
25820,assessment,construction,1
25821,assessment,instrumenthome,1
25822,assessment,dataset,1
25823,assessment,sufficiently,1
25824,assessment,financial,2
25825,assessment,2,1
25826,assessment,cases,1
25827,assessment,healthcare,1
25828,assessment,content,1
25829,assessment,administered,1
25830,assessment,substantiation,1
25831,assessment,rapid,1
25832,assessment,center,1
25833,assessment,services,1
25834,assessment,presented,1
25835,assessment,elder,2
25836,assessment,data,1
25837,assessment,prevent,1
25838,assessment,newcastleottawa,1
25839,assessment,inventory,1
25840,assessment,form,2
25841,assessment,determine,1
25842,assessment,56,1
25843,assessment,improves,1
25844,assessment,tia,1
25845,assessment,fwba,1
25846,assessment,purpose,1
25847,assessment,scores,1
25848,assessment,possible,1
25849,assessment,research,1
25850,assessment,direction,1
25851,indians,studies,1
25852,indians,consensus,1
25853,indians,alaska,1
25854,indians,problem,1
25855,indians,permits,1
25856,30,years,4
25857,30,anticonstitutional,1
25858,30,adults,1
25859,30,august,1
25860,30,2015,1
25861,30,physical,1
25862,30,registered,1
25863,30,tablets,1
25864,30,separate,1
25865,30,19,1
25866,location,tribal,1
25867,location,type,2
25868,location,males,1
25869,location,sex,1
25870,location,incident,1
25871,tribal,affiliation,1
25872,tribal,norms,2
25873,tribal,governments,1
25874,affiliation,43,1
25875,43,459,1
25876,43,sheltered,1
25877,43,participants,1
25878,43,receiving,1
25879,43,reported,1
25880,43,behavior,1
25881,459,large,1
25882,459,children,1
25883,comparison,populations,1
25884,comparison,control,1
25885,comparison,countyowned,1
25886,comparison,demonstrates,1
25887,comparison,contextual,1
25888,comparison,group,1
25889,comparison,method,1
25890,comparison,types,1
25891,comparison,prepost,1
25892,comparison,trainees,1
25893,comparison,participants,1
25894,comparison,internal,1
25895,consensus,risk,1
25896,consensus,idea,1
25897,consensus,guidelines,4
25898,consensus,practice,1
25899,consensus,decisionmaking,1
25900,consensus,constitutes,1
25901,consensus,integrated,1
25902,substance,abuse,11
25903,substance,use,20
25904,substance,alcohol,1
25905,substance,abusers,3
25906,substance,abuser,1
25907,caregiving,issues,1
25908,caregiving,family,2
25909,caregiving,increased,1
25910,caregiving,practices,1
25911,caregiving,context,1
25912,caregiving,behavior,1
25913,caregiving,data,1
25914,caregiving,outcomes,2
25915,caregiving,role,3
25916,caregiving,caregiver,1
25917,caregiving,domestic,1
25918,caregiving,staff,1
25919,caregiving,older,1
25920,caregiving,unit,1
25921,caregiving,units,1
25922,caregiving,dementia,1
25923,caregiving,spaces,2
25924,caregiving,stress,1
25925,caregiving,space,1
25926,caregiving,institution,1
25927,caregiving,contexts,1
25928,caregiving,encounter,1
25929,caregiving,quality,1
25930,caregiving,stressors,1
25931,caregiving,precaregiving,1
25932,caregiving,relationship,1
25933,caregiving,dyads,2
25934,caregiving,findings,1
25935,importance,tribal,1
25936,importance,supportive,1
25937,importance,housing,1
25938,importance,role,1
25939,importance,complex,1
25940,importance,multifaceted,1
25941,importance,relatively,1
25942,importance,policymakers,1
25943,importance,multidisciplinary,1
25944,importance,good,1
25945,importance,strengthening,1
25946,importance,detailed,1
25947,importance,barriers,1
25948,importance,increased,1
25949,importance,auditing,1
25950,importance,developing,1
25951,importance,communication,1
25952,importance,financial,1
25953,importance,screening,1
25954,importance,general,1
25955,importance,elderly,1
25956,importance,community,1
25957,importance,addressing,1
25958,importance,ean,1
25959,importance,preventing,1
25960,importance,cohort,1
25961,importance,national,1
25962,importance,implementing,1
25963,importance,insect,1
25964,importance,careful,1
25965,norms,notion,1
25966,norms,strengths,1
25967,norms,values,1
25968,norms,close,1
25969,norms,gender,1
25970,norms,private,1
25971,norms,past,2
25972,norms,prior,1
25973,notion,respect,1
25974,notion,femicide,1
25975,notion,appropriateness,1
25976,notion,leverage,1
25977,respect,conferred,1
25978,respect,elders,2
25979,respect,older,1
25980,respect,different,1
25981,respect,loss,1
25982,respect,health,1
25983,respect,chinese,1
25984,respect,autonomy,1
25985,respect,raising,1
25986,respect,prevalence,1
25987,respect,lifetime,1
25988,respect,old,1
25989,respect,subtypes,1
25990,conferred,elders,1
25991,concept,acculturation,1
25992,concept,measuring,1
25993,concept,statutory,1
25994,concept,elder,3
25995,concept,abuse,1
25996,concept,data,1
25997,concept,practice,1
25998,concept,association,1
25999,concept,false,1
26000,concept,rra,2
26001,perceived,tribal,1
26002,perceived,health,1
26003,perceived,credible,1
26004,perceived,ean,1
26005,perceived,abuseneglect,1
26006,perceived,unbearable,1
26007,perceived,neglect,1
26008,perceived,elder,2
26009,perceived,healthcare,1
26010,perceived,changes,1
26011,perceived,severity,2
26012,perceived,change,2
26013,perceived,abuse,1
26014,perceived,risk,1
26015,perceived,actual,2
26016,perceived,vary,1
26017,perceived,restorative,1
26018,perceived,em,1
26019,perceived,greater,1
26020,perceived,graduates,2
26021,perceived,normal,1
26022,perceived,older,1
26023,perceived,helpful,1
26024,perceived,poor,2
26025,perceived,magnitude,1
26026,perceived,isolation,1
26027,perceived,barriers,1
26028,perceived,patients,1
26029,perceived,behavioral,2
26030,perceived,susceptibility,1
26031,perceived,insufficient,1
26032,perceived,social,5
26033,perceived,emotional,1
26034,perceived,burden,6
26035,perceived,selfefficacy,4
26036,perceived,care,1
26037,perceived,maltreatment,1
26038,strengths,example,1
26039,strengths,honor,1
26040,strengths,specific,1
26041,strengths,limitations,2
26042,strengths,weaknesses,1
26043,historical,trauma,1
26044,historical,context,1
26045,historical,milestones,1
26046,shame,fear,1
26047,shame,lack,1
26048,impacted,reporting,1
26049,impacted,clinical,1
26050,impacted,adult,1
26051,impacted,voice,1
26052,little,consistency,1
26053,little,known,20
26054,little,cognitive,1
26055,little,research,4
26056,little,understood,1
26057,little,attention,5
26058,little,data,2
26059,little,effort,1
26060,little,evidence,2
26061,little,parental,1
26062,little,work,1
26063,little,reported,1
26064,little,previous,1
26065,little,emphasis,1
26066,little,recognition,1
26067,little,lower,1
26068,designs,qualitative,1
26069,designs,population,1
26070,samples,small,1
26071,samples,size,1
26072,samples,measure,1
26073,samples,older,1
26074,samples,asian,1
26075,samples,hunan,1
26076,frame,abuse,1
26077,frame,inefficient,1
26078,frame,helpseeking,1
26079,frame,johns,1
26080,frame,interpretation,1
26081,frame,provide,1
26082,frame,national,1
26083,encouraged,screen,1
26084,encouraged,possible,1
26085,encouraged,consideration,1
26086,encouraged,simple,1
26087,encouraged,researchers,1
26088,despite,lack,1
26089,despite,dependent,1
26090,despite,recognised,1
26091,despite,efforts,1
26092,despite,high,1
26093,despite,nationwide,1
26094,despite,recent,1
26095,despite,growth,1
26096,despite,acknowledging,1
26097,despite,statemandated,1
26098,despite,devastating,1
26099,despite,prevalence,2
26100,despite,potential,1
26101,despite,legal,1
26102,despite,low,1
26103,despite,growing,1
26104,despite,aging,1
26105,despite,programs,1
26106,despite,proliferation,1
26107,despite,emerging,1
26108,despite,known,1
26109,despite,wellstudied,1
26110,despite,rising,1
26111,despite,concerns,1
26112,despite,research,1
26113,despite,developments,1
26114,despite,officers,1
26115,despite,able,1
26116,lack,empirical,1
26117,lack,standardized,1
26118,lack,national,1
26119,lack,resources,5
26120,lack,theory,1
26121,lack,support,2
26122,lack,practical,1
26123,lack,easpecific,1
26124,lack,knowledge,5
26125,lack,evidence,2
26126,lack,social,6
26127,lack,individualized,1
26128,lack,care,1
26129,lack,acceptance,1
26130,lack,communal,1
26131,lack,comprehensive,1
26132,lack,tools,1
26133,lack,significant,1
26134,lack,broad,1
