Feature,Interaction Features,Contribution Importance
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,-3.1194685e-07
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,0.0061222888
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,만 연령,0.0054996344
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,직업관련 목표지향 평균,-0.0041411235
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,-0.0038380458
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,-0.0032017156
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문G1-3) 지난 한 해 동안 동아리에서 활동한 적이 있습니까? 있다면^ 몇 회 정도 참여하셨습니까?__참여횟수,-0.0031375359
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.0027046876
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,-0.0025727178
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,-0.0020854396
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,-0.001985346
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문H1) 귀하께서는 전반적으로 현재의 생활에 얼마나 만족하십니까?,-0.001954002
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,학습 지향 평균,-0.0019442403
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.0015452472
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,-0.0014733442
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,지역규모별,-0.0014519359
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,-0.001442963
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-7) 자기부담학습비__(3)직업능력향상교육_1,0.0013877419
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,0.0013333402
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ6. 귀하께서는 건강에 자신 있습니까?_1,-0.0013219583
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,성별,-0.0012922807
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,-0.0012694347
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-3) 기관 유형__(3)직업능력향상교육_1,-0.0012100564
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,연령별(1),-0.0011924594
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,무형식학습 (암묵적 학습) 참여,-0.001174742
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__학교급,-0.0010538684
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_1.0,-0.0010395246
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,-0.0009986031
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,-0.0009769769
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,사회참여,-0.0009117702
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,-0.00089002703
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,-0.00087543856
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,0.0007996799
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ4. 귀하께서는 부양할 가족이 있습니까? (동거여부 무관),0.000780453
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.000777648
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,취약계층,0.0007283923
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,-0.0007252807
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,-0.0006367656
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,-0.0005794229
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_2.0,0.0005551484
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-6) 연간참여시간__(3)직업능력향상교육_1,-0.000551885
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,0.00053522986
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,-0.00045775797
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,월 가구소득,0.00041894332
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ3. 몇 명과 함께 지내고 있습니까?__명,-0.00041491594
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A1-2) 참여한 프로그램 수는 몇개입니까? (4) 인문교양교육,-0.00040569212
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,-0.0003894314
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-1) 프로그램 유형__(3)직업능력향상교육_1,-0.00035770738
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-5) 참여목적__(3)직업능력향상교육_1,-0.0003365723
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,0.00031463266
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,-0.00030709858
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,무형식학습(온라인) 참여,0.00029520332
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A2-10) 프로그램만족도__(3)직업능력향상교육_1,0.00029166054
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ6. 귀하께서는 건강에 자신 있습니까?_2,0.00027811926
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,Year,0.00027123463
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,-0.00018219458
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_3.0,-0.00017730864
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_5.0,-0.00015107529
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,경활상태,0.000149633
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,무형식학습(의존형) 참여,-0.0001482857
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),-0.00014748
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,-0.00014667831
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_5.0,-0.00013653975
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,-0.0001308778
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,-0.0001234841
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,6.272018e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (4)인문교양교육,-4.8170794e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),4.20848e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,-3.672684e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,-3.240419e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,2.5235875e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,문A1-2) 참여한 프로그램 수는 몇개입니까? (6) 시민참여교육,-2.3485069e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,1.9662626e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,1.5902417e-05
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,DQ6. 귀하께서는 건강에 자신 있습니까?_3,-4.6766518e-06
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,0.010241313
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-1) 프로그램 유형__(3)직업능력향상교육_1,-0.0057820347
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-3) 기관 유형__(3)직업능력향상교육_1,0.0057246387
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A1-2) 참여한 프로그램 수는 몇개입니까? (5) 문화예술스포츠교육,0.0035263582
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,-0.0034020506
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,-0.0028018835
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),-0.0026536337
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-2) 프로그램 형태__(3)직업능력향상교육_1,-0.002580005
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문H1) 귀하께서는 전반적으로 현재의 생활에 얼마나 만족하십니까?,-0.0025129
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,-0.0023339519
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,-0.0019497153
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,-0.0019297268
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,-0.001555838
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,-0.0015437172
문A2-6) 연간참여시간__(3)직업능력향상교육_1,학습 지향 평균,-0.0012831767
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-5) 참여목적__(3)직업능력향상교육_1,-0.0010933995
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-7) 자기부담학습비__(3)직업능력향상교육_1,0.0010024145
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,-0.0009911599
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,0.00082969794
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,-0.00073825265
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,-0.000730481
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A2-10) 프로그램만족도__(3)직업능력향상교육_1,-0.00065359054
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ3. 몇 명과 함께 지내고 있습니까?__명,-0.0005741283
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,-0.0005518853
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__학교급,0.0005490824
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.0005271274
문A2-6) 연간참여시간__(3)직업능력향상교육_1,무형식학습 (암묵적 학습) 참여,-0.0004669429
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,0.0004569495
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,-0.00039164754
문A2-6) 연간참여시간__(3)직업능력향상교육_1,사회참여,0.00038787725
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,0.0003389165
문A2-6) 연간참여시간__(3)직업능력향상교육_1,지역규모별,-0.0003026398
문A2-6) 연간참여시간__(3)직업능력향상교육_1,무형식학습(온라인) 참여,-0.00029978922
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,-0.00028556486
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,-0.00023812214
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,0.0002273331
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,0.00021492701
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),-0.0001868771
문A2-6) 연간참여시간__(3)직업능력향상교육_1,만 연령,-0.00017298241
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문G1-3) 지난 한 해 동안 동아리에서 활동한 적이 있습니까? 있다면^ 몇 회 정도 참여하셨습니까?__참여횟수,-0.00017129465
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,0.00014848378
문A2-6) 연간참여시간__(3)직업능력향상교육_1,직업관련 목표지향 평균,0.00014221737
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A1-2) 참여한 프로그램 수는 몇개입니까? (3) 직업능력향상교육,0.00012737249
문A2-6) 연간참여시간__(3)직업능력향상교육_1,무형식학습(의존형) 참여,-0.000117957716
문A2-6) 연간참여시간__(3)직업능력향상교육_1,Year,-0.00011146574
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ6. 귀하께서는 건강에 자신 있습니까?_1,0.00010907472
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,-0.000104732055
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_5.0,-9.7546035e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,9.188127e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),-8.960734e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,취약계층,-8.93264e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,8.7127846e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,월 가구소득,7.944682e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,경활상태,-7.583266e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,-6.6518754e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (4)인문교양교육,5.64518e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,-4.8612546e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,성별,-4.725943e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ4. 귀하께서는 부양할 가족이 있습니까? (동거여부 무관),3.863564e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_5.0,2.9544002e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,-2.7936023e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문A1-2) 참여한 프로그램 수는 몇개입니까? (6) 시민참여교육,2.4841785e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,2.2006201e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,-1.9656649e-05
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ6. 귀하께서는 건강에 자신 있습니까?_2,6.6169937e-06
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,-4.6730306e-06
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,3.2617254e-06
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_2.0,-8.837543e-07
문A2-6) 연간참여시간__(3)직업능력향상교육_1,DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,1.4532405e-07
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문H1) 귀하께서는 전반적으로 현재의 생활에 얼마나 만족하십니까?,-0.008423369
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,지역규모별,-0.005917195
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,직업관련 목표지향 평균,0.005548571
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,DQ6. 귀하께서는 건강에 자신 있습니까?_1,-0.0041757016
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문E1-4) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 다른 사람들과 함께 공부 하는 것이 좋다.,-0.003429023
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,-0.0024921217
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,0.0010939884
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,월 가구소득,-0.0010644433
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문E1-3) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 혼자서 공부하는 것이 익숙하고 좋다.,0.0010277667
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,-0.00080383173
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,DQ6. 귀하께서는 건강에 자신 있습니까?_2,0.000777547
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,무형식학습 (암묵적 학습) 참여,-0.0007361713
문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,-0.00072660827
