,source,target,weight,Category
23153,normalized,poor,1,social science
23154,nursing,poor,1,social science
23155,care,findings,1,social science
23156,findings,highlight,3,social science
23157,highlight,issue,1,social science
23158,issue,neglect,1,social science
23159,abuse,investigation,1,social science
23160,investigation,warranted,1,social science
23161,abuse,lifetime,2,social science
23162,abuse,forgivable,1,social science
23163,forgivable,old,1,social science
23164,age,characterized,1,social science
23165,characterized,reflection,1,social science
23166,reflection,retrospective,1,social science
23167,examination,retrospective,1,social science
23168,examination,multiple,1,social science
23169,meanings,multiple,1,social science
23170,life,meanings,1,social science
23171,experiences,including,1,social science
23172,including,lifelong,1,social science
23173,abuse,lifelong,1,social science
23174,abuse,forgiveness,1,social science
23175,forgiveness,found,1,social science
23176,found,salutary,1,social science
23177,effect,salutary,2,social science
23178,effect,especially,1,social science
23179,especially,older,2,social science
23180,adults,understand,1,social science
23181,place,understand,1,social science
23182,place,role,1,social science
23183,forgiveness,role,1,social science
23184,forgiveness,reflective,1,social science
23185,process,reflective,1,social science
23186,aging,process,1,social science
23187,aging,performed,1,social science
23188,performed,secondary,1,social science
23189,analysis,indepth,1,social science
23190,interviews,n78,1,social science
23191,n78,older,1,social science
23192,abuse,survivors,3,social science
23193,abuse,inductive,1,social science
23194,inductive,thematic,2,social science
23195,based,concepts,1,social science
23196,concepts,developed,1,social science
23197,deductively,developed,1,social science
23198,deductively,literature,1,social science
23199,findings,include,1,social science
23200,include,main,1,social science
23201,1the,themes,1,social science
23202,1the,dimensions,1,social science
23203,dimensions,forgiving,1,social science
23204,forgiving,victim,1,social science
23205,subject2being,victim,1,social science
23206,forgiven,subject2being,1,social science
23207,forgiven,lost,1,social science
23208,forgiveness,lost,1,social science
23209,forgiveness,hopeand,1,social science
23210,3selfforgiveness,hopeand,1,social science
23211,3selfforgiveness,aging,1,social science
23212,aging,self,1,social science
23213,despite,self,1,social science
23214,despite,known,1,social science
23215,known,salutary,1,social science
23216,effect,forgiveness,1,social science
23217,consider,forgiveness,1,social science
23218,consider,universally,1,social science
23219,desirable,universally,1,social science
23220,desirable,process,1,social science
23221,included,process,1,social science
23222,dimension,included,1,social science
23223,dimension,forgiveness,1,social science
23224,forgiveness,study,1,social science
23225,life,persons,1,social science
23226,course,identified,1,social science
23227,complexities,identified,1,social science
23228,addition,complexities,1,social science
23229,addition,forgivenessunforgiveness,1,social science
23230,adults,victims,1,social science
23231,fraud,victims,3,social science
23232,current,fraud,1,social science
23233,knowledge,prospects,1,social science
23234,older,prospects,1,social science
23235,fraud,older,7,social science
23236,adults,disproportionately,1,social science
23237,disproportionately,targeted,1,social science
23238,kinds,targeted,1,social science
23239,fraud,kinds,1,social science
23240,fraud,result,1,social science
23241,irreversible,result,1,social science
23242,economic,irreversible,1,social science
23243,economic,losses,1,social science
23244,great,losses,1,social science
23245,great,psychological,1,social science
23246,distress,psychological,5,social science
23247,distress,past,1,social science
23248,past,years,1,social science
23249,researchers,years,1,social science
23250,conducted,researchers,1,social science
23251,conducted,systematic,1,social science
23252,research,systematic,1,social science
23253,prevalence,underreporting,1,social science
23254,research,underreporting,1,social science
23255,methods,research,2,social science
23256,fraud,methods,1,social science
23257,fraud,victimization,12,social science
23258,older,victimization,5,social science
23259,paradigms,research,1,social science
23260,fraud,paradigms,1,social science
23261,adults,mainly,1,social science
23262,included,mainly,1,social science
23263,cognitive,included,1,social science
23264,cognitive,emotion,1,social science
23265,emotion,regulation,3,social science
23266,motivation,regulation,1,social science
23267,comprehensive,motivation,1,social science
23268,comprehensive,paradigms,1,social science
23269,factors,paradigms,1,social science
23270,factors,shown,1,social science
23271,influence,shown,1,social science
23272,fraud,influence,1,social science
23273,adults,include,1,social science
23274,cognitive,include,1,social science
23275,cognitive,decline,1,social science
23276,decline,emotional,1,social science
23277,emotional,regulation,1,social science
23278,motivational,regulation,1,social science
23279,changes,motivational,1,social science
23280,changes,overly,1,social science
23281,overly,trusting,1,social science
23282,nature,trusting,1,social science
23283,nature,psychological,1,social science
23284,psychological,vulnerability,1,social science
23285,social,vulnerability,1,social science
23286,isolation,social,8,social science
23287,isolation,risktaking,1,social science
23288,lack,risktaking,1,social science
23289,knowledge,lack,1,social science
23290,information,knowledge,1,social science
23291,fraud,information,1,social science
23292,fraud,prevention,4,social science
23293,based,prevention,1,social science
23294,based,review,2,social science
23295,future,literature,1,social science
23296,benefit,research,1,social science
23297,benefit,constructing,1,social science
23298,comprehensive,constructing,1,social science
23299,comprehensive,fraud,1,social science
23300,theory,victimization,1,social science
23301,improving,theory,1,social science
23302,extending,methods,1,social science
23303,existing,extending,1,social science
23304,existing,research,1,social science
23305,exploring,research,1,social science
23306,exploring,physiological,1,social science
23307,mechanisms,physiological,1,social science
23308,elderly,mechanisms,1,social science
23309,elderly,fraud,1,social science
23310,fraud,strengthening,1,social science
23311,prevention,strengthening,1,social science
23312,efforts,intervention,1,social science
23313,abuse,opioid,1,social science
23314,epidemic,opioid,1,social science
23315,epidemic,evidence,1,social science
23316,aps,evidence,1,social science
23317,cases,central,1,social science
23318,appalachia,central,2,social science
23319,appalachia,older,1,social science
23320,adults,negatively,1,social science
23321,affected,national,1,social science
23322,national,opioid,1,social science
23323,crisis,opioid,2,social science
23324,crisis,including,1,social science
23325,members,trusted,1,social science
23326,struggle,trusted,1,social science
23327,opioid,struggle,1,social science
23328,addiction,opioid,2,social science
23329,addiction,study,1,social science
23330,explored,study,5,social science
23331,explored,ways,1,social science
23332,opioid,ways,1,social science
23333,misuse,opioid,1,social science
23334,misuse,underlies,1,social science
23335,substantiated,underlies,1,social science
23336,adult,substantiated,1,social science
23337,cases,services,1,social science
23338,abuse,rural,3,social science
23339,central,rural,1,social science
23340,appalachia,region,1,social science
23341,particularly,region,1,social science
23342,hard,particularly,1,social science
23343,hard,hit,1,social science
23344,hit,opioid,1,social science
23345,crisis,intersectionality,1,social science
23346,intersectionality,theoretical,1,social science
23347,lens,theoretical,2,social science
23348,analyzed,lens,1,social science
23349,25,analyzed,1,social science
23350,25,opioidrelated,1,social science
23351,elder,opioidrelated,2,social science
23352,cases,deidentified,1,social science
23353,data,deidentified,1,social science
23354,data,records,1,social science
23355,records,substantiated,1,social science
23356,abuse,substantiated,2,social science
23357,cases,persons,1,social science
23358,aged,persons,2,social science
23359,13,older,1,social science
23360,13,counties,1,social science
23361,comprising,counties,1,social science
23362,comprising,kentuckys,1,social science
23363,eastern,kentuckys,1,social science
23364,eastern,mountain,1,social science
23365,mountain,service,1,social science
23366,region,service,1,social science
23367,descriptive,region,1,social science
23368,data,descriptive,1,social science
23369,case,data,1,social science
23370,case,notes,2,social science
23371,extracted,notes,1,social science
23372,extracted,records,1,social science
23373,conducted,records,1,social science
23374,conducted,content,1,social science
23375,analysis,case,6,social science
23376,notes,open,1,social science
23377,focused,open,1,social science
23378,coding,focused,1,social science
23379,coding,strategies,1,social science
23380,common,identify,1,social science
23381,common,themes,1,social science
23382,themes,twentyone,1,social science
23383,older,twentyone,1,social science
23384,opioidrelated,victims,1,social science
23385,abuse,opioidrelated,1,social science
23386,equally,women,1,social science
23387,equally,likely,1,social science
23388,likely,perpetrators,2,social science
23389,major,perpetrators,1,social science
23390,major,themes,1,social science
23391,analysis,emerged,1,social science
23392,analysis,patterns,1,social science
23393,patterns,substantiation,1,social science
23394,facets,substantiation,1,social science
23395,dependency,facets,1,social science
23396,cases,dependency,1,social science
23397,cases,frequently,1,social science
23398,community,involved,1,social science
23399,dwelling,older,1,social science
23400,victims,women,1,social science
23401,abuse,nonspousal,1,social science
23402,family,nonspousal,1,social science
23403,members,perpetrators,1,social science
23404,cases,perpetrators,1,social science
23405,cases,exploitation,1,social science
23406,exploitation,primary,1,social science
23407,form,primary,1,social science
23408,findings,substantiated,1,social science
23409,opioidrelated,suggest,1,social science
23410,complex,family,2,social science
23411,family,loyalties,1,social science
23412,interdependences,loyalties,1,social science
23413,influencing,interdependences,1,social science
23414,cases,influencing,1,social science
23415,cases,played,1,social science
23416,played,practitioners,1,social science
23417,encouraged,practitioners,1,social science
23418,consideration,encouraged,1,social science
23419,consideration,cultural,1,social science
23420,cultural,norms,2,social science
23421,close,norms,1,social science
23422,close,relationships,2,social science
23423,extended,relationships,1,social science
23424,extended,family,2,social science
23425,development,family,1,social science
23426,development,education,1,social science
23427,education,treatment,1,social science
23428,program,treatment,1,social science
23429,addressing,program,1,social science
23430,abuse,context,1,social science
23431,context,opioid,1,social science
23432,organizational,societal,1,social science
23433,organizational,relational,1,social science
23434,individual,relational,1,social science
23435,individual,perceptions,1,social science
23436,perceptions,sexual,1,social science
23437,adults,prevention,3,social science
23438,prevention,systematic,1,social science
23439,scoping,systematic,1,social science
23440,review,scoping,4,social science
23441,older,review,1,social science
23442,adults,regarded,1,social science
23443,regarded,sexual,1,social science
23444,sexual,widely,1,social science
23445,excluded,widely,1,social science
23446,excluded,sexual,1,social science
23447,sv,violence,1,social science
23448,research,sv,1,social science
23449,policies,research,1,social science
23450,policies,practice,1,social science
23451,little,practice,1,social science
23452,known,sv,1,social science
23453,older,sv,2,social science
23454,8database,prevention,1,social science
23455,8database,scoping,1,social science
23456,explored,review,1,social science
23457,explored,perceptions,1,social science
23458,perceptions,sv,2,social science
23459,adults,barriers,1,social science
23460,barriers,prevention,1,social science
23461,prevention,solutions,2,social science
23462,included,prevention,1,social science
23463,included,peerreviewed,1,social science
23464,gray,peerreviewed,1,social science
23465,gray,sources,1,social science
23466,published,sources,1,social science
23467,2010,published,1,social science
23468,2010,supported,1,social science
23469,primary,supported,1,social science
23470,primary,research,2,social science
23471,perceptions,research,1,social science
23472,later,sv,1,social science
23473,later,life,9,social science
23474,life,prevention,1,social science
23475,prevention,thematic,1,social science
23476,analysis,conducted,3,social science
23477,conducted,explore,1,social science
23478,explore,key,1,social science
23479,148,themes,1,social science
23480,148,potentially,1,social science
23481,potentially,relevant,1,social science
23482,relevant,sources,1,social science
23483,returned,sources,1,social science
23484,95,returned,1,social science
23485,95,fully,1,social science
23486,fully,read,1,social science
23487,read,screening,1,social science
23488,screening,titles,1,social science
23489,19,abstracts,1,social science
23490,19,critically,1,social science
23491,appraised,critically,1,social science
23492,18,appraised,1,social science
23493,18,assessed,1,social science
23494,analysis,assessed,1,social science
23495,analysis,seven,1,social science
23496,overarching,seven,1,social science
23497,overarching,themes,1,social science
23498,emerged,surrounding,1,social science
23499,knowledge,surrounding,1,social science
23500,awareness,knowledge,2,social science
23501,awareness,b,1,social science
23502,b,research,1,social science
23503,c,research,1,social science
23504,c,policy,1,social science
23505,changes,policy,1,social science
23506,changes,development,1,social science
23507,development,intersectional,1,social science
23508,intersectional,prejudice,1,social science
23509,e,prejudice,1,social science
23510,e,sv,1,social science
23511,sv,taboo,1,social science
23512,f,taboo,1,social science
23513,f,sociocultural,1,social science
23514,differences,sociocultural,1,social science
23515,differences,g,1,social science
23516,confusion,g,1,social science
23517,confusion,definition,1,social science
23518,definition,nature,1,social science
23519,nature,sv,1,social science
23520,findings,sv,1,social science
23521,findings,offer,1,social science
23522,offer,relevant,1,social science
23523,considerations,relevant,1,social science
23524,considerations,practice,1,social science
23525,discussed,research,1,social science
23526,lifespan,victimization,1,social science
23527,evidence,lifespan,1,social science
23528,evidence,repeat,1,social science
23529,repeat,victimization,3,social science
23530,perpetrator,victimization,1,social science
23531,data,perpetrator,1,social science
23532,data,older,2,social science
23533,adults,thought,1,social science
23534,susceptible,thought,1,social science
23535,scams,susceptible,1,social science
23536,scams,understanding,1,social science
23537,chronological,relationship,1,social science
23538,age,chronological,1,social science
23539,age,victimization,1,social science
23540,limited,victimization,1,social science
23541,limited,underreporting,1,social science
23542,study,underreporting,1,social science
23543,avoids,study,1,social science
23544,avoids,underreporting,1,social science
23545,bias,underreporting,1,social science
23546,bias,merging,1,social science
23547,longitudinal,merging,1,social science
23548,databases,longitudinal,1,social science
23549,americans,databases,1,social science
23550,americans,n133,1,social science
23551,million,n133,1,social science
23552,million,paid,1,social science
23553,money,paid,1,social science
23554,money,response,1,social science
23555,mail,response,1,social science
23556,mail,scams,1,social science
23557,20years,scams,1,social science
23558,20years,investigate,1,social science
23559,repeat,risk,2,social science
23560,victimization,victimization,1,social science
23561,multiple,victimization,2,social science
23562,multiple,scam,1,social science
23563,scam,types,1,social science
23564,life,types,1,social science
23565,course,victims,1,social science
23566,70s,victims,1,social science
23567,70s,80s,1,social science
23568,80s,9,1,social science
23569,9,likely,1,social science
23570,experience,victimization,2,social science
23571,incident,victimization,2,social science
23572,50s,incident,1,social science
23573,50s,age,1,social science
23574,18,age,1,social science
23575,18,29,1,social science
23576,24,29,1,social science
23577,24,likely,1,social science
23578,incident,relative,1,social science
23579,adults,relative,1,social science
23580,50s,adults,1,social science
23581,50s,odds,1,social science
23582,odds,victimization,1,social science
23583,multiple,scams,1,social science
23584,greater,scams,1,social science
23585,60s,greater,1,social science
23586,60s,70s,1,social science
23587,70s,lower,1,social science
23588,80,lower,1,social science
23589,80,study,1,social science
23590,demonstrates,study,2,social science
23591,demonstrates,research,1,social science
23592,potential,research,1,social science
23593,potential,scammers,1,social science
23594,data,scammers,1,social science
23595,data,understand,1,social science
23596,patterns,understand,1,social science
23597,patterns,victimization,1,social science
23598,efforts,target,1,social science
23599,older,target,1,social science
23600,higher,individuals,1,social science
23601,suffer,victimization,1,social science
23602,greater,suffer,1,social science
23603,greater,losses,1,social science
23604,losses,result,1,social science
23605,abuse,service,1,social science
23606,provider,service,1,social science
23607,perspectives,provider,1,social science
23608,perspectives,potential,1,social science
23609,potential,restorative,1,social science
23610,processes,restorative,5,social science
23611,older,processes,1,social science
23612,adults,rely,1,social science
23613,care,friends,1,social science
23614,individuals,support,1,social science
23615,individuals,providing,1,social science
23616,providing,support,2,social science
23617,advantage,support,1,social science
23618,advantage,vulnerabilities,1,social science
23619,resulting,vulnerabilities,1,social science
23620,neglect,resulting,1,social science
23621,emotional,sexual,3,social science
23622,conventional,exploitation,1,social science
23623,approaches,conventional,1,social science
23624,approaches,older,1,social science
23625,adults,reluctant,1,social science
23626,pursue,reluctant,1,social science
23627,pursue,utilize,1,social science
23628,social,utilize,1,social science
23629,service,social,2,social science
23630,interventions,service,1,social science
23631,criminal,interventions,1,social science
23632,justice,responses,1,social science
23633,civil,responses,1,social science
23634,civil,litigation,1,social science
23635,case,litigation,1,social science
23636,case,review,4,social science
23637,multidisciplinary,review,1,social science
23638,project,teams,1,social science
23639,explored,project,1,social science
23640,explored,providers,1,social science
23641,perspectives,providers,1,social science
23642,perspectives,restorative,1,social science
23643,alternative,processes,1,social science
23644,alternative,approaches,1,social science
23645,approaches,bring,1,social science
23646,bring,person,1,social science
23647,harmed,person,2,social science
23648,committing,person,1,social science
23649,committing,harm,1,social science
23650,community,harm,1,social science
23651,address,harm,1,social science
23652,harm,repair,1,social science
23653,relationships,repair,1,social science
23654,relationships,researchers,1,social science
23655,recruited,researchers,1,social science
23656,interviewed,recruited,1,social science
23657,interviewed,providers,1,social science
23658,providers,working,1,social science
23659,abused,working,1,social science
23660,adults,referred,1,social science
23661,communitybased,referred,1,social science
23662,justice,working,1,social science
23663,group,working,1,social science
23664,group,providers,1,social science
23665,perceived,providers,1,social science
23666,perceived,restorative,1,social science
23667,potential,processes,1,social science
23668,address,potential,1,social science
23669,address,prevent,1,social science
23670,prevent,social,1,social science
23671,isolation,leads,1,social science
23672,elder,leads,1,social science
23673,abuse,recommend,1,social science
23674,providers,recommend,1,social science
23675,explore,providers,1,social science
23676,explore,restorative,1,social science
23677,address,processes,1,social science
23678,address,elder,2,social science
23679,abuse,paying,1,social science
23680,attention,paying,1,social science
23681,attention,implementation,1,social science
23682,barriers,implementation,1,social science
23683,barriers,identifying,1,social science
23684,appropriate,identifying,1,social science
23685,appropriate,methods,1,social science
23686,methods,supporting,1,social science
23687,maintaining,supporting,1,social science
23688,maintaining,outcomes,1,social science
23689,assessment,financial,2,social science
23690,decision,financial,10,social science
23691,informant,making,1,social science
23692,informant,scale,1,social science
23693,older,scale,1,social science
23694,adults,cognitive,1,social science
23695,impairment,population,1,social science
23696,great,population,1,social science
23697,great,risk,1,social science
23698,financial,risk,2,social science
23699,atrisk,exploitation,1,social science
23700,adults,difficulty,1,social science
23701,difficulty,reporting,1,social science
23702,financial,reporting,2,social science
23703,abilities,financial,2,social science
23704,abilities,collecting,1,social science
23705,collecting,information,1,social science
23706,information,trusted,1,social science
23707,trusted,vital,1,social science
23708,professionals,vital,1,social science
23709,investigating,professionals,1,social science
23710,adults,reliable,1,social science
23711,standardized,valid,1,social science
23712,informantreport,standardized,1,social science
23713,informantreport,measures,1,social science
23714,capacity,financial,2,social science
23715,assess,capacity,1,social science
23716,assess,decisional,1,social science
23717,abilities,decisional,6,social science
23718,abilities,ongoing,1,social science
23719,ongoing,realworld,1,social science
23720,financial,realworld,1,social science
23721,financial,transaction,1,social science
23722,present,transaction,1,social science
23723,examine,psychometric,2,social science
23724,informantreport,new,1,social science
23725,informantreport,scale,1,social science
23726,financial,scale,3,social science
23727,decisional,financial,2,social science
23728,abilities,older,2,social science
23729,adults,participants,3,social science
23730,participants,recruited,3,social science
23731,complete,recruited,1,social science
23732,complete,family,1,social science
23733,friends,interview,1,social science
23734,interview,known,1,social science
23735,adults,financial,1,social science
23736,abilities,factor,1,social science
23737,identified,subscales,1,social science
23738,scale,subscales,1,social science
23739,adequate,scale,1,social science
23740,adequate,sensitivity,1,social science
23741,sensitivity,specificity,1,social science
23742,detect,specificity,1,social science
23743,detect,informants,1,social science
23744,current,informants,1,social science
23745,concerns,current,1,social science
23746,concerns,financial,1,social science
23747,exploitation,family,1,social science
23748,friends,scale,1,social science
23749,scale,useful,1,social science
23750,tool,useful,1,social science
23751,collecting,tool,1,social science
23752,collecting,informantreport,1,social science
23753,informantreport,older,1,social science
23754,ability,adults,1,social science
23755,ability,financial,2,social science
23756,approaches,multiple,2,social science
23757,approaches,understanding,2,social science
23758,preventing,understanding,2,social science
23759,abuse,introduction,1,social science
23760,crossdisciplinary,introduction,1,social science
23761,crossdisciplinary,national,1,social science
23762,institutes,national,2,social science
23763,health,institutes,2,social science
23764,health,workshop,1,social science
23765,october,workshop,1,social science
23766,30,october,1,social science
23767,2015,30,1,social science
23768,2015,national,1,social science
23769,health,nih,1,social science
23770,convened,nih,1,social science
23771,convened,workshop,1,social science
23772,multiple,workshop,1,social science
23773,abuse,bethesda,1,social science
23774,bethesda,maryland,1,social science
23775,maryland,workshop,1,social science
23776,brought,workshop,1,social science
23777,brought,experts,1,social science
23778,disciplines,experts,1,social science
23779,disciplines,discuss,1,social science
23780,discuss,research,1,social science
23781,challenges,research,1,social science
23782,challenges,opportunities,2,social science
23783,lessons,opportunities,2,social science
23784,fields,learned,1,social science
23785,fields,participants,1,social science
23786,included,participants,2,social science
23787,experts,included,1,social science
23788,elder,experts,1,social science
23789,emergency,ipv,1,social science
23790,emergency,medicine,1,social science
23791,medicine,neuroscience,1,social science
23792,neuroscience,special,1,social science
23793,issue,special,2,social science
23794,issue,journal,1,social science
23795,elder,journal,1,social science
23796,neglect,participants,1,social science
23797,address,participants,1,social science
23798,address,topics,1,social science
23799,explored,topics,1,social science
23800,daylong,explored,1,social science
23801,daylong,workshop,1,social science
23802,build,strategies,1,social science
23803,build,effective,1,social science
23804,effective,interventions,4,social science
23805,group,study,2,social science
23806,nursing,study,1,social science
23807,nursing,social,1,social science
23808,hong,professionals,2,social science
23809,hong,kong,3,social science
23810,kong,older,1,social science
23811,communities,living,1,social science
23812,communities,experience,1,social science
23813,consequences,individuals,1,social science
23814,families,individuals,1,social science
23815,families,society,1,social science
23816,including,society,1,social science
23817,including,mortality,1,social science
23818,morbidities,psychological,1,social science
23819,increased,morbidities,1,social science
23820,care,increased,1,social science
23821,care,requirements,1,social science
23822,requirements,timely,1,social science
23823,effective,timely,1,social science
23824,abuse,priority,1,social science
23825,priority,study,1,social science
23826,focus,qualitative,1,social science
23827,approach,group,1,social science
23828,address,approach,1,social science
23829,address,following,1,social science
23830,following,questions,1,social science
23831,essential,questions,1,social science
23832,elements,essential,1,social science
23833,elder,elements,1,social science
23834,current,improve,1,social science
23835,current,interventions,1,social science
23836,32,interventions,1,social science
23837,32,participants,1,social science
23838,focus,participants,1,social science
23839,included,study,1,social science
23840,included,social,1,social science
23841,medical,workers,1,social science
23842,medical,social,1,social science
23843,nurses,seven,1,social science
23844,organizations,seven,1,social science
23845,organizations,shared,1,social science
23846,knowledge,shared,1,social science
23847,insights,knowledge,1,social science
23848,insights,sessions,1,social science
23849,conducted,sessions,1,social science
23850,conducted,online,1,social science
23851,audiorecorded,online,1,social science
23852,audiorecorded,transcribed,1,social science
23853,transcribed,verbatim,2,social science
23854,researchers,verbatim,1,social science
23855,backgrounds,researchers,1,social science
23856,backgrounds,social,1,social science
23857,psychology,work,1,social science
23858,independently,psychology,1,social science
23859,coded,independently,1,social science
23860,agreed,transcripts,1,social science
23861,agreed,themes,1,social science
23862,emerging,themes,1,social science
23863,emerging,focus,1,social science
23864,based,groups,1,social science
23865,based,experiences,1,social science
23866,experiences,frontline,1,social science
23867,frontline,helping,1,social science
23868,highlighted,kong,1,social science
23869,highlighted,key,1,social science
23870,factors,key,1,social science
23871,effective,factors,1,social science
23872,effective,elder,2,social science
23873,1,intervention,1,social science
23874,1,identification,1,social science
23875,assessment,identification,1,social science
23876,2,assessment,1,social science
23877,2,essential,1,social science
23878,essential,skills,1,social science
23879,attitudes,skills,1,social science
23880,3,attitudes,1,social science
23881,3,elements,1,social science
23882,effective,elements,1,social science
23883,4,interventions,1,social science
23884,4,collaborative,1,social science
23885,collaborative,efforts,2,social science
23886,disciplines,efforts,1,social science
23887,agencies,disciplines,1,social science
23888,5,agencies,1,social science
23889,5,raising,1,social science
23890,awareness,raising,1,social science
23891,awareness,professionals,2,social science
23892,professionals,public,1,social science
23893,public,training,1,social science
23894,equip,training,1,social science
23895,equip,frontline,1,social science
23896,necessary,professionals,1,social science
23897,necessary,skills,1,social science
23898,identify,skills,1,social science
23899,assess,cases,1,social science
23900,address,clients,1,social science
23901,clients,safety,1,social science
23902,need,safety,1,social science
23903,need,tangible,1,social science
23904,support,tangible,1,social science
23905,respect,support,1,social science
23906,autonomy,respect,1,social science
23907,autonomy,privacy,2,social science
23908,clientcentered,privacy,1,social science
23909,clientcentered,strengthbased,1,social science
23910,approach,strengthbased,1,social science
23911,approach,involves,1,social science
23912,involves,supportive,1,social science
23913,peers,supportive,1,social science
23914,addresses,peers,1,social science
23915,addresses,complex,1,social science
23916,involved,relationships,1,social science
23917,involved,useful,1,social science
23918,interventions,useful,1,social science
23919,interventions,involve,1,social science
23920,crossdiscipline,involve,1,social science
23921,crossagency,crossdiscipline,1,social science
23922,financial,lichtenberg,5,social science
23923,decision,screening,3,social science
23924,lfdss,new,1,social science
23925,new,tool,1,social science
23926,assessing,tool,1,social science
23927,assessing,financial,1,social science
23928,making,preventing,1,social science
23929,financial,preventing,2,social science
23930,challenges,exploitation,1,social science
23931,adults,criminal,1,social science
23932,justice,noncriminal,2,social science
23933,justice,professionals,1,social science
23934,equipped,professionals,1,social science
23935,detect,equipped,1,social science
23936,capacity,detect,1,social science
23937,capacity,deficits,1,social science
23938,capacity,cornerstone,1,social science
23939,assessment,cornerstone,1,social science
23940,assessment,cases,1,social science
23941,effective,exploitation,1,social science
23942,effective,instruments,1,social science
23943,instruments,measuring,1,social science
23944,capacity,measuring,1,social science
23945,capacity,essential,1,social science
23946,essential,introduce,1,social science
23947,introduce,new,1,social science
23948,new,screening,1,social science
23949,administered,making,1,social science
23950,administered,older,1,social science
23951,adults,explore,1,social science
23952,explore,scales,1,social science
23953,implementation,scales,1,social science
23954,assess,implementation,1,social science
23955,assess,construct,1,social science
23956,conducted,validity,1,social science
23957,conducted,pilot,1,social science
23958,pilot,study,1,social science
23959,29,study,1,social science
23960,29,older,2,social science
23961,adults,seen,1,social science
23962,aps,seen,1,social science
23963,adult,aps,1,social science
23964,services,workers,1,social science
23965,79,workers,1,social science
23966,79,seen,1,social science
23967,professionals,seen,1,social science
23968,case,professionals,1,social science
23969,case,examples,1,social science
23970,examples,included,1,social science
23971,financial,implementation,1,social science
23972,making,scales,1,social science
23973,scales,statewide,1,social science
23974,aps,statewide,1,social science
23975,michigan,practice,1,social science
23976,experience,michigan,1,social science
23977,experience,long,1,social science
23978,long,recognized,1,social science
23979,challenges,recognized,1,social science
23980,adult,challenges,1,social science
23981,human,services,1,social science
23982,human,service,1,social science
23983,service,works,1,social science
23984,implementation,works,1,social science
23985,empirically,implementation,1,social science
23986,empirically,validated,1,social science
23987,tools,validated,1,social science
23988,regular,tools,1,social science
23989,practice,regular,1,social science
23990,area,practice,1,social science
23991,area,evident,1,social science
23992,assessment,evident,1,social science
23993,abilities,decisionmaking,3,social science
23994,abilities,cases,1,social science
23995,cases,investigated,1,social science
23996,financial,investigated,1,social science
23997,exploitation,promoting,1,social science
23998,action,promoting,1,social science
23999,action,research,1,social science
24000,implementation,research,1,social science
24001,health,implementation,1,social science
24002,parihs,services,1,social science
24003,examined,parihs,1,social science
24004,core,examined,1,social science
24005,aspects,core,1,social science
24006,aspects,evidence,1,social science
24007,evidence,facilitation,1,social science
24008,context,facilitation,1,social science
24009,context,empirical,1,social science
24010,empirical,findings,2,social science
24011,findings,scale,1,social science
24012,scale,usage,1,social science
24013,investigated,usage,1,social science
24014,400,investigated,1,social science
24015,400,aps,1,social science
24016,trained,workers,1,social science
24017,certified,trained,1,social science
24018,certified,online,1,social science
24019,narrated,online,1,social science
24020,narrated,training,1,social science
24021,system,training,1,social science
24022,500,system,1,social science
24023,500,scales,1,social science
24024,administered,scales,1,social science
24025,12,administered,1,social science
24026,12,month,1,social science
24027,month,period,1,social science
24028,50,period,1,social science
24029,50,demonstrating,1,social science
24030,demonstrating,financial,1,social science
24031,88,deficits,1,social science
24032,88,time,1,social science
24033,aps,time,1,social science
24034,concurred,workers,1,social science
24035,concurred,risk,1,social science
24036,rating,risk,1,social science
24037,rating,system,1,social science
24038,system,webbased,2,social science
24039,httpsolderadultnesteggcom,system,1,social science
24040,development,implementation,1,social science
24041,implementation,online,1,social science
24042,online,training,2,social science
24043,modules,training,1,social science
24044,abuse,modules,1,social science
24045,exploitation,online,1,social science
24046,care,training,1,social science
24047,identify,managers,1,social science
24048,prevent,report,1,social science
24049,developed,exploitation,1,social science
24050,demonstration,developed,1,social science
24051,demonstration,involving,1,social science
24052,dually,involving,1,social science
24053,dually,eligible,1,social science
24054,eligible,medicare,1,social science
24055,medicaid,population,1,social science
24056,composed,population,1,social science
24057,composed,modules,1,social science
24058,covering,modules,2,social science
24059,background,covering,2,social science
24060,background,screening,1,social science
24061,reporting,screening,1,social science
24062,453,abuse,1,social science
24063,453,enrollees,1,social science
24064,273,enrollees,1,social science
24065,273,completed,1,social science
24066,completed,module,1,social science
24067,212,module,1,social science
24068,212,completed,1,social science
24069,posttraining,pre,2,social science
24070,posttraining,surveys,1,social science
24071,module,surveys,1,social science
24072,examine,module,1,social science
24073,changes,examine,1,social science
24074,changes,proportion,1,social science
24075,correct,proportion,1,social science
24076,answers,correct,1,social science
24077,answers,question,1,social science
24078,question,relatedsamples,1,social science
24079,cochrans,relatedsamples,1,social science
24080,cochrans,q,1,social science
24081,q,statistic,1,social science
24082,improvements,statistic,1,social science
24083,improvements,knowledge,1,social science
24084,knowledge,pre,1,social science
24085,evident,posttraining,1,social science
24086,evident,modules,1,social science
24087,abuse,background,1,social science
24088,abuse,module,1,social science
24089,communication,module,1,social science
24090,communication,principles,1,social science
24091,principles,screening,1,social science
24092,abuse,content,1,social science
24093,content,familiar,1,social science
24094,familiar,trainees,1,social science
24095,primarily,trainees,1,social science
24096,primarily,social,1,social science
24097,lessons,nurses,1,social science
24098,adapt,learned,1,social science
