,source,target,weight
17134,ensure,successful,1
17135,adoption,successful,1
17136,adoption,implementation,1
17137,complex,implementation,1
17138,endusers,interventions,1
17139,endusers,scholarship,1
17140,limited,scholarship,1
17141,limited,specific,1
17142,specific,steps,1
17143,achieve,steps,1
17144,achieve,pragmatics,1
17145,pragmatics,work,1
17146,addressing,work,1
17147,addressing,lacunae,1
17148,lacunae,results,1
17149,demonstrate,qualitative,1
17150,align,methods,1
17151,align,codesign,1
17152,approach,codesign,1
17153,approach,underscore,1
17154,importance,underscore,1
17155,importance,multidisciplinary,1
17156,multidisciplinary,perspectives,1
17157,perspectives,showcase,1
17158,showcase,streamline,1
17159,complex,streamline,1
17160,complex,processes,1
17161,processes,routine,1
17162,practice,routine,1
17163,accentuate,practice,1
17164,accentuate,importance,1
17165,good,importance,1
17166,design,good,1
17167,design,valuable,1
17168,insights,necessary,1
17169,develop,necessary,2
17170,develop,interprofessional,1
17171,communitybased,interprofessional,1
17172,communitybased,solutions,1
17173,challenge,solutions,1
17174,challenge,elder,2
17175,underlying,use,1
17176,abusive,use,1
17177,behaviors,dementia,1
17178,caregiving,dementia,2
17179,caregiving,role,3
17180,caregiver,role,4
17181,caregiver,mental,3
17182,dementia,health,1
17183,caregiver,psychopathology,2
17184,frequently,psychopathology,1
17185,frequently,identified,2
17186,possible,risk,1
17187,factor,use,2
17188,physically,use,1
17189,abusive,physically,3
17190,abusive,psychologically,4
17191,behaviors,care,2
17192,mechanistic,recipients,1
17193,mechanistic,role,1
17194,psychopathology,role,1
17195,psychopathology,use,1
17196,behaviors,use,1
17197,behaviors,understood,1
17198,purpose,understood,1
17199,current,purpose,1
17200,determine,role,1
17201,daily,health,1
17202,daily,risk,1
17203,engaging,risk,1
17204,engaging,physically,2
17205,physically,psychologically,2
17206,aggressive,psychologically,2
17207,aggressive,neglectful,2
17208,dementia,recipient,1
17209,dementia,intensive,1
17210,intensive,longitudinal,2
17211,design,longitudinal,2
17212,design,survey,2
17213,family,survey,1
17214,21,daily,1
17215,21,days,2
17216,days,generalized,1
17217,linear,mixed,1
17218,mixed,models,1
17219,evaluated,models,1
17220,differential,evaluated,1
17221,differential,impact,2
17222,453,n,1
17223,453,experience,1
17224,experience,major,1
17225,depression,major,1
17226,depression,generalized,2
17227,anxiety,generalized,2
17228,anxiety,disorders,4
17229,disorders,measured,1
17230,baseline,measured,1
17231,baseline,versus,1
17232,9513,versus,1
17233,9513,daily,1
17234,daily,ratings,1
17235,depressive,ratings,1
17236,anxiety,depressive,3
17237,anxiety,symptom,1
17238,severity,symptom,1
17239,interactions,severity,1
17240,interactions,levels,1
17241,daily,levels,1
17242,daily,odds,3
17243,engaging,odds,4
17244,behaviors,caregivers,2
17245,caregivers,clinically,1
17246,depression,significant,3
17247,anxiety,baseline,1
17248,baseline,higher,2
17249,daily,higher,1
17250,engaging,type,1
17251,abusive,type,1
17252,behavior,neglectful,8
17253,behavior,worsened,1
17254,depressive,worsened,1
17255,compared,symptoms,1
17256,compared,individuals,1
17257,average,individuals,2
17258,average,days,1
17259,days,given,1
17260,day,given,3
17261,associated,day,2
17262,engaging,psychologically,1
17263,aggressive,physically,1
17264,aggressive,behaviors,1
17265,behaviors,day,1
17266,day,worsened,1
17267,anxiety,worsened,1
17268,anxiety,symptoms,6
17269,given,symptoms,1
17270,odds,psychologically,1
17271,behaviors,key,1
17272,finding,key,1
17273,finding,lack,1
17274,lack,significant,1
17275,interaction,significant,1
17276,effect,interaction,1
17277,depression,effect,2
17278,health,symptomology,1
17279,daily,symptomology,1
17280,behaviors,finding,1
17281,finding,indicates,1
17282,daily,indicates,1
17283,daily,depressive,1
17284,generalizable,symptoms,1
17285,generalizable,intervention,1
17286,family,targets,1
17287,caregiver,family,2
17288,caregiver,population,1
17289,increase,population,6
17290,family,risk,1
17291,caregivers,depressive,1
17292,awareness,italy,1
17293,analysis,italy,1
17294,office,prosecutor,2
17295,bologna,office,1
17296,bologna,italy,1
17297,italy,prevalence,2
17298,10,estimated,1
17299,10,127,1
17300,127,elderly,1
17301,elderly,specifically,1
17302,protected,specifically,1
17303,italian,protected,1
17304,italian,penal,1
17305,code,penal,1
17306,code,contains,1
17307,articles,contains,1
17308,articles,punishing,1
17309,crimes,punishing,1
17310,crimes,disadvantaged,1
17311,disadvantaged,groups,1
17312,elders,included,1
17313,572,article,2
17314,572,mistreatment,1
17315,family,mistreatment,2
17316,cohabitants,members,1
17317,article,cohabitants,1
17318,643,article,2
17319,643,circumvention,1
17320,circumvention,incapable,1
17321,best,incapable,1
17322,elder,fit,1
17323,financial,fraud,6
17324,exploitation,fraud,3
17325,exploitation,respectively,1
17326,evaluate,respectively,1
17327,evaluate,prevalence,1
17328,prevalence,reported,1
17329,abuse,bologna,1
17330,bologna,province,1
17331,italy,province,1
17332,compared,italy,1
17333,available,compared,1
17334,obtained,prevalence,1
17335,obtained,populationbased,1
17336,populationbased,surveys,1
17337,reports,surveys,1
17338,articles,office,1
17339,572,articles,1
17340,572,643,1
17341,643,period,1
17342,2000,period,1
17343,2000,2013,1
17344,2013,collected,1
17345,analyzed,collected,1
17346,according,analyzed,2
17347,according,victims,1
17348,age,report,1
17349,report,time,1
17350,article,time,1
17351,572,total,1
17352,3713,total,1
17353,3713,reports,1
17354,found,reports,3
17355,found,prevalence,4
17356,prevalence,reports,1
17357,ranged,reports,1
17358,0005,ranged,1
17359,0005,0024,1
17360,0024,victims,1
17361,65,older,3
17362,concerning,years,1
17363,article,concerning,1
17364,643,total,1
17365,786,total,1
17366,786,reports,1
17367,detected,reports,1
17368,detected,prevalence,1
17369,prevalence,ranging,2
17370,0007,ranging,1
17371,0007,0016,1
17372,0016,victims,1
17373,large,years,1
17374,gap,large,1
17375,found,gap,1
17376,found,reported,1
17377,crimes,reported,1
17378,crimes,related,1
17379,elder,related,10
17380,estimated,prevalence,2
17381,abuse,italy,5
17382,italy,results,1
17383,italy,showed,1
17384,efforts,italy,1
17385,efforts,improve,2
17386,improve,strategic,1
17387,approach,strategic,1
17388,levels,research,1
17389,following,levels,1
17390,examples,following,1
17391,abusive,examples,1
17392,abusive,situations,1
17393,needed,situations,1
17394,health,needed,2
17395,health,legal,1
17396,legal,systems,1
17397,abuse,developing,1
17398,area,developing,1
17399,area,bolivia,1
17400,bolivia,parts,1
17401,parts,world,2
17402,elder,world,1
17403,abuse,happens,1
17404,happens,unnoticed,1
17405,recently,unnoticed,1
17406,recently,social,1
17407,regarded,view,1
17408,essentially,regarded,1
17409,essentially,private,1
17410,matter,private,1
17411,growing,matter,1
17412,evidence,growing,1
17413,elder,evidence,2
17414,important,problem,4
17415,problem,public,1
17416,health,society,1
17417,objective,society,1
17418,degree,determine,1
17419,abuse,degree,1
17420,people,vulnerable,1
17421,families,people,2
17422,communities,eastern,1
17423,bolivia,eastern,1
17424,bolivia,end,1
17425,end,mind,1
17426,conducted,mind,1
17427,descriptive,study,6
17428,210,size,1
17429,210,60yearold,1
17430,60yearold,people,1
17431,coming,people,1
17432,coming,different,1
17433,different,health,1
17434,areas,care,1
17435,areas,elder,1
17436,easi,yaffes,1
17437,evaluation,yaffes,1
17438,evaluation,form,2
17439,form,social,1
17440,abuse,work,1
17441,abuse,rate,5
17442,39,rate,1
17443,39,older,1
17444,adults,identified,1
17445,common,identified,4
17446,abuse,observed,3
17447,observed,psychological,1
17448,324,abuse,2
17449,324,cases,1
17450,cases,followed,1
17451,219,neglect,1
17452,219,children,1
17453,children,identified,1
17454,identified,triggers,1
17455,abuse,triggers,1
17456,667,abuse,1
17457,667,cases,1
17458,prevalence,similar,1
17459,abuse,exist,1
17460,bolivia,exist,1
17461,bolivia,genderbased,1
17462,abuse,genderbased,3
17463,comparable,prevalence,1
17464,comparable,developing,1
17465,countries,profile,1
17466,abused,profile,1
17467,adult,follows,1
17468,follows,woman,1
17469,widow,woman,1
17470,70,widow,1
17471,70,years,3
17472,incomplete,old,1
17473,incomplete,primary,1
17474,education,occupation,2
17475,average,occupation,1
17476,459,average,1
17477,459,children,1
17478,children,information,1
17479,information,obtained,2
17480,obtained,shows,1
17481,dysfunctional,shows,1
17482,dysfunctional,families,1
17483,families,higher,1
17484,higher,percentage,1
17485,elder,percentage,1
17486,homes,special,1
17487,care,special,2
17488,difference,units,1
17489,difference,secondary,1
17490,data,secondary,10
17491,analysis,swiss,2
17492,nursing,swiss,3
17493,homes,human,2
17494,project,resources,2
17495,project,special,1
17496,scus,units,1
17497,residents,scus,1
17498,advanced,residents,1
17499,advanced,dementia,1
17500,dementia,personnel,1
17501,organizations,personnel,1
17502,adapted,organizations,1
17503,adapted,needs,1
17504,needs,residents,4
17505,adaptations,residents,1
17506,adaptations,preventive,1
17507,effect,preventive,1
17508,effect,elder,2
17509,abuse,explored,1
17510,describe,explored,1
17511,describe,prevalence,3
17512,observed,prevalence,1
17513,emotional,observed,5
17514,abuse,swiss,1
17515,compare,homes,1
17516,compare,scus,1
17517,nonscus,scus,2
17518,concerning,nonscus,1
17519,concerning,frequency,1
17520,frequency,observed,1
17521,abuse,explore,1
17522,explore,residentrelated,1
17523,characteristics,residentrelated,1
17524,characteristics,staff,1
17525,outcomescharacteristics,staff,1
17526,organizationalenvironmental,outcomescharacteristics,1
17527,factors,organizationalenvironmental,1
17528,factors,relate,1
17529,observed,relate,1
17530,elder,observed,1
17531,abuse,secondary,1
17532,project,shurp,1
17533,crosssectional,shurp,1
17534,crosssectional,multicenter,1
17535,multicenter,study,1
17536,data,study,4
17537,2012,collected,1
17538,2012,2013,2
17539,2013,based,1
17540,based,observed,1
17541,observed,perpetrated,1
17542,elder,perpetrated,1
17543,abuse,performed,1
17544,multilevel,performed,1
17545,logistic,regressions,4
17546,regressions,taking,1
17547,account,hierarchical,1
17548,hierarchical,structure,1
17549,data,structure,2
17550,data,personnel,1
17551,nested,personnel,1
17552,nested,units,1
17553,facilities,units,1
17554,4599,facilities,1
17555,4599,care,1
17556,400,workers,1
17557,400,units,1
17558,156,units,1
17559,156,facilities,1
17560,508,facilities,1
17561,508,observed,1
17562,237,abuse,1
17563,237,neglect,1
17564,14,neglect,1
17565,14,physical,1
17566,difference,scus,1
17567,nonscus,observed,1
17568,scores,workload,1
17569,sexual,workload,1
17570,aggression,sexual,1
17571,aggression,care,1
17572,associated,workers,1
17573,emotional,rates,3
17574,neglect,verbal,2
17575,physical,resident,2
17576,aggression,associated,1
17577,abuse,negative,1
17578,associations,negative,1
17579,found,teamwork,1
17580,resident,teamwork,1
17581,resident,safety,1
17582,climate,safety,2
17583,climate,forms,1
17584,improving,teamwork,1
17585,safety,teamwork,1
17586,climate,reducing,1
17587,reducing,work,1
17588,stressors,work,1
17589,promising,stressors,1
17590,points,promising,1
17591,intervention,points,1
17592,intervention,reduce,1
17593,elder,reduce,4
17594,research,specific,1
17595,abuse,scus,1
17596,interaction,scus,1
17597,interaction,work,1
17598,climate,work,1
17599,climate,elder,1
17600,abuse,required,1
17601,balancing,practicality,1
17602,practicality,validity,1
17603,elder,validity,2
17604,identification,measures,1
17605,data,measures,1
17606,adult,data,1
17607,investigations,services,1
17608,investigations,testing,1
17609,comprehensive,testing,1
17610,comprehensive,decision,2
17611,adult,system,1
17612,addressed,problems,1
17613,common,problems,2
17614,aps,common,1
17615,aps,research,1
17616,practice,psychometric,1
17617,psychometric,quality,2
17618,measures,quality,1
17619,measurement,measures,1
17620,burden,measurement,2
17621,burden,data,1
17622,1472,generated,1
17623,1472,aps,1
17624,cases,months,1
17625,california,months,1
17626,california,counties,2
17627,counties,identification,1
17628,comprehensive,matrix,1
17629,aps,system,1
17630,aps,iso,1
17631,matrix,uses,1
17632,shortforms,uses,1
17633,developed,shortforms,2
17634,developed,elder,1
17635,eadss,miniforms,1
17636,developed,miniforms,2
17637,shortforms,tested,1
17638,order,tested,1
17639,order,reduce,2
17640,measurement,reduce,1
17641,burden,miniforms,1
17642,developed,measure,1
17643,measure,sensitivity,1
17644,items,specificity,1
17645,items,predicting,1
17646,criterion,predicting,1
17647,criterion,substantiation,1
17648,substantiation,yesno,2
17649,psychometric,yesno,1
17650,addressed,quality,1
17651,addressed,estimating,1
17652,estimating,predictive,1
17653,predictive,validity,3
17654,cronbachs,validity,2
17655,alpha,shortforms,1
17656,predictive,shortforms,1
17657,estimated,reliability,1
17658,estimated,miniforms,1
17659,correlation,miniforms,1
17660,correlation,shortforms,1
17661,shortforms,shortforms,1
17662,good,shortforms,2
17663,good,predictive,1
17664,found,validity,1
17665,found,measures,1
17666,measures,rare,1
17667,rare,results,1
17668,results,shorter,1
17669,miniforms,shorter,1
17670,miniforms,mixed,1
17671,mixed,require,1
17672,require,research,1
17673,reliability,research,1
17674,shortforms,validity,1
17675,miniforms,properties,1
17676,miniforms,ongoing,1
17677,adoption,ongoing,1
17678,adoption,california,1
17679,counties,montana,1
17680,demonstrates,montana,1
17681,demonstrates,viability,1
17682,sustainability,viability,1
17683,iso,sustainability,1
17684,matrix,research,1
17685,phenomenon,ultraorthodox,2
17686,jewish,ultraorthodox,3
17687,jewish,society,1
17688,social,society,1
17689,perspectives,workers,1
17690,30,perspectives,1
17691,neglect,recognized,1
17692,recognized,social,1
17693,healthrelated,social,1
17694,healthrelated,problem,1
17695,elder,phenomenon,2
17696,neglect,separatist,1
17697,faithbased,separatist,1
17698,faithbased,society,1
17699,society,ultraorthodox,2
17700,jewish,societyuojs,1
17701,qualitativephenomenological,societyuojs,1
17702,qualitativephenomenological,study,1
17703,28,study,1
17704,28,social,1
17705,underwent,workers,1
17706,indepth,underwent,1
17707,based,interviews,1
17708,based,interview,1
17709,guide,interview,4
17710,consisting,guide,1
17711,consisting,following,1
17712,following,items,1
17713,items,visibility,1
17714,elder,visibility,1
17715,dilemmas,society,1
17716,dilemmas,sensitive,1
17717,issues,sensitive,1
17718,arise,working,1
17719,population,working,1
17720,main,population,1
17721,emerged,themes,16
17722,1,emerged,3
17723,1,commandment,1
17724,commandment,honor,1
17725,honor,ones,1
17726,ones,parents,1
17727,concealment,parents,1
17728,concealment,patterns,1
17729,cultural,patterns,1
17730,barriers,cultural,1
17731,barriers,exposing,1
17732,abuse,exposing,1
17733,2,phenomenon,1
17734,2,life,1
17735,demanding,life,1
17736,demanding,unique,1
17737,expression,unique,1
17738,abusive,expression,1
17739,behavior,uojs,1
17740,3,uojs,1
17741,3,culturally,1
17742,culturally,related,1
17743,dilemmas,related,1
17744,dilemmas,intervening,1
17745,cases,intervening,4
17746,neglect,ultraorthodox,1
17747,cultural,jewish,1
17748,belief,cultural,1
17749,belief,differentiating,1
17750,component,differentiating,1
17751,component,context,1
17752,context,elder,2
17753,neglect,social,7
17754,need,workers,1
17755,develop,need,2
17756,deep,develop,1
17757,deep,understanding,1
17758,understanding,unique,1
17759,characteristics,unique,1
17760,characteristics,phenomenon,1
17761,cultural,phenomenon,1
17762,cultural,sensitivity,1
17763,cope,sensitivity,1
17764,address,cope,1
17765,address,wellbeing,2
17766,older,ultraorthodox,1
17767,jews,ultraorthodox,1
17768,iran,systematic,3
17769,metaanalysis,past,1
17770,century,past,1
17771,century,elder,1
17772,issue,stressful,1
17773,event,stressful,1
17774,event,negatively,1
17775,affects,negatively,1
17776,affects,physical,1
17777,elders,health,1
17778,elders,present,1
17779,articles,metaanalysis,1
17780,articles,elderly,1
17781,20052017,iran,1
17782,20052017,searched,1
17783,google,searched,1
17784,google,scholar,2
17785,scholar,search,1
17786,engine,search,1
17787,engine,iranian,1
17788,databases,iranian,1
17789,databases,magiran,1
17790,iranmedex,magiran,1
17791,iranmedex,sid,1
17792,international,sid,1
17793,english,international,1
17794,english,language,2
17795,databasesweb,language,1
17796,databasesweb,science,1
17797,cochrane,science,2
17798,cochrane,scopus,1
17799,pubmed,scopus,2
17800,pubmed,science,1
17801,directembase,science,1
17802,directembase,keywords,1
17803,elder,keywords,1
17804,abuse,combination,1
17805,combination,keywords,1
17806,examining,keywords,1
17807,entry,examining,1
17808,entry,exit,1
17809,criteria,exit,1
17810,criteria,qualitative,1
17811,evaluation,qualitative,1
17812,articles,evaluation,1
17813,articles,data,1
17814,analyzed,comprehensive,2
17815,comprehensive,metaanalysis,2
17816,cma,metaanalysis,1
17817,cma,software,1
17818,software,systematic,1
17819,15,review,1
17820,15,articles,1
17821,articles,elders,1
17822,elders,iran,1
17823,included,iran,1
17824,483,abuse,1
17825,483,95,1
17826,286686,interval,1
17827,286686,highest,1
17828,highest,prevalence,1
17829,dimensionat,neglect,1
17830,dimensionat,prevalence,1
17831,384,rate,1
17832,384,95,1
17833,217516,interval,1
17834,217516,lowest,1
17835,lowest,prevalence,1
17836,rejection,related,1
17837,atthe,rejection,1
17838,atthe,prevalence,1
17839,11,rate,1
17840,11,95,1
17841,69171,interval,1
17842,69171,prevalence,1
17843,elders,high,1
17844,high,iran,1
17845,considering,iran,1
17846,considering,growing,1
17847,elderly,growing,1
17848,iran,population,1
17849,iran,preventive,1
17850,considered,measures,1
17851,considered,regard,1
17852,reason,regard,1
17853,community,reason,1
17854,community,health,3
17855,health,nurses,3
17856,nurses,required,1
17857,provide,required,1
17858,elderly,provide,1
17859,elderly,family,2
17860,community,necessary,1
17861,necessary,preventive,1
17862,interventions,regard,1
17863,crosslagged,longitudinal,1
17864,crosslagged,panel,1
17865,analysis,panel,1
17866,analysis,loneliness,2
17867,depression,loneliness,5
17868,communitybased,depression,2
17869,communitybased,older,2
17870,adults,present,5
17871,intended,study,1
17872,examine,intended,1
17873,examine,temporal,1
17874,association,temporal,3
17875,3920,data,1
17876,3920,persons,1
17877,mean,persons,1
17878,676,age,1
17879,676,years,1
17880,baseline,years,1
17881,baseline,taiwan,1
17882,longitudinal,taiwan,1
17883,longitudinal,study,4
17884,aging,structural,1
17885,investigate,modeling,1
17886,investigate,temporal,1
17887,depression,period,1
17888,14,period,1
17889,results,years,1
17890,showed,temporal,1
17891,bidirectional,depression,1
17892,bidirectional,stronger,1
17893,robust,stronger,1
17894,depression,robust,1
17895,depression,initial,1
17896,initial,symptom,1
17897,loneliness,symptom,1
17898,loneliness,time,1
17899,1,time,4
17900,1,3,1
17901,3,respectively,1
17902,respectively,significantly,1
17903,predicted,significantly,4
17904,depression,predicted,1
17905,depression,time,2
17906,2,time,5
17907,2,4,1
17908,4,depression,1
17909,point,time,1
17910,point,significant,2
17911,effect,significant,2
17912,effect,subsequent,1
17913,loneliness,subsequent,1
17914,considering,loneliness,1
17915,considering,covariates,1
17916,covariates,future,1
17917,future,prevention,1
17918,depression,target,1
17919,dealing,target,1
17920,dealing,loneliness,1
17921,loneliness,vice,1
17922,versa,vice,1
17923,study,versa,1
17924,highlights,study,1
17925,assess,need,1
17926,assess,manage,1
17927,manage,symptoms,1
17928,simultaneously,symptoms,1
17929,definitions,persons,2
17930,definitions,explanations,2
17931,elder,explanations,3
17932,abuse,netherlands,2
17933,article,netherlands,1
17934,article,explore,2
17935,explore,older,1
17936,means,netherlands,1
17937,interviews,means,1
17938,based,conducted,2
17939,based,semistructured,1
17940,35,interviews,1
17941,35,older,1
17942,experience,persons,1
17943,participating,persons,1
17944,define,study,1
17945,define,elder,1
17946,abuse,foremost,1
17947,foremost,physical,1
17948,performed,violence,1
17949,intentionally,performed,1
17950,intentionally,study,1
17951,participants,study,7
17952,explain,participants,1
17953,elder,explain,1
17954,dependency,result,1
17955,dependency,vulnerability,1
17956,older,vulnerability,2
17957,changing,persons,1
17958,changing,norms,1
17959,norms,values,1
17960,changes,values,1
17961,changes,position,1
17962,older,position,1
17963,persons,society,1
17964,result,society,2
17965,disrespect,result,1
17966,disrespect,older,1
17967,lack,persons,1
17968,control,responsibility,1
17969,older,responsibility,1
17970,explanations,persons,1
17971,explanations,occurrence,1
17972,abuse,occurrence,2
17973,abuse,mainly,2
17974,focus,societal,1
17975,changes,societal,1
17976,changes,older,1
17977,persons,regard,1
17978,elder,regard,2
17979,abuse,primarily,1
17980,primarily,societal,1
17981,problem,understanding,1
17982,explanation,understanding,1
17983,elder,explanation,2
17984,abuse,influence,2
17985,detection,influence,1
17986,behavior,reporting,1
17987,behavior,tend,1
17988,acknowledge,tend,1
17989,acknowledge,severe,1
17990,cases,severe,1
17991,cases,intentional,1
17992,intentional,physical,1
17993,leave,violence,1
17994,clear,leave,1
17995,clear,physically,1
17996,detectable,physically,1
17997,detectable,evidence,1
17998,cognitive,social,3
17999,neural,social,1
18000,determinants,neural,1
18001,determinants,diminished,1
18002,decisionmaking,diminished,1
18003,exploitation,risk,2
18004,aging,risk,1
18005,aging,dementia,1
18006,dementia,review,1
18007,new,review,1
18008,model,new,2
18009,article,model,1
18010,article,briefly,1
18011,briefly,review,1
18012,changes,review,1
18013,brain,changes,1
18014,brain,cognitive,1
18015,functioning,social,1
18016,functioning,spectrum,1
18017,normal,spectrum,1
18018,normal,pathological,1
18019,aging,pathological,1
18020,aging,lead,1
18021,decisionmaking,lead,1
18022,decisionmaking,impairments,1
18023,impairments,increase,1
18024,life,risk,1
18025,domains,life,2
18026,domains,eg,1
18027,eg,health,1
18028,engagement,social,1
18029,engagement,financial,1
18030,financial,management,1
18031,management,review,1
18032,review,specifically,1
18033,focus,specifically,1
18034,emerging,focus,2
18035,identifying,research,1
18036,identifying,neural,1
18037,cognitive,neural,1
18038,markers,social,1
18039,declining,markers,1
18040,declining,financial,1
18041,capacity,older,1
18042,adults,highlight,2
18043,findings,highlight,6
18044,findings,opening,1
18045,avenues,opening,1
18046,avenues,early,1
18047,detection,early,1
18048,detection,new,1
18049,interventions,new,1
18050,interventions,reduce,6
18051,exploitation,reduce,1
18052,care,transforming,1
18053,care,victims,3
18054,victims,violence,8
18055,months,violence,1
18056,magnet,months,1
18057,magnet,perspectives,1
18058,column,perspectives,1
18059,anne,column,1
18060,anne,boatright,1
18061,boatright,msn,1
18062,msn,rn,1
18063,rn,sane,1
18064,describes,sane,1
18065,describes,efforts,1
18066,develop,efforts,1
18067,comprehensive,develop,2
18068,comprehensive,forensic,1
18069,forensic,nursing,1
18070,nursing,program,1
18071,methodist,program,1
18072,hospital,methodist,1
18073,hospital,omaha,1
18074,ms,omaha,1
18075,boatright,ms,1
18076,boatright,transformed,1
18077,sexual,transformed,1
18078,assault,sexual,23
18079,assault,nurse,13
18080,examiner,nurse,7
18081,examiner,sane,1
18082,program,sane,1
18083,program,provides,1
18084,247,provides,1
18085,247,coverage,1
18086,coverage,methodists,1
18087,2,methodists,1
18088,2,sane,1
18089,locations,sane,1
18090,cares,locations,1
18091,cares,victims,1
18092,sexual,victims,2
18093,assault,victims,1
18094,domestic,victims,1
18095,sex,violence,1
18096,sex,trafficking,1
18097,strangulation,trafficking,1
18098,elder,strangulation,1
18099,neglect,work,2
18100,extends,work,1
18101,extends,walls,1
18102,methodist,walls,1
18103,community,methodist,1
18104,community,serves,1
18105,core,serves,1
18106,core,member,1
18107,member,nebraska,1
18108,human,nebraska,1
18109,task,trafficking,1
18110,force,task,5
18111,force,works,1
18112,collaboratively,works,1
18113,collaboratively,federal,1
18114,bureau,federal,3
18115,bureau,investigation,2
18116,helped,investigation,1
18117,helped,nebraska,1
18118,nebraska,state,1
18119,senators,state,1
18120,draft,senators,1
18121,draft,legislation,1
18122,create,legislation,1
18123,create,sexual,1
18124,assault,payment,1
18125,payment,program,1
18126,program,recognition,1
18127,determination,recognition,1
18128,determination,difference,1
18129,difference,victims,1
18130,received,violence,1
18131,2016,received,1
18132,2016,national,1
18133,magnet,national,1
18134,magnet,nurse,1
18135,nurse,year,1
18136,award,year,1
18137,award,transformational,1
18138,leadership,transformational,1
18139,abuse,portugal,1
18140,findings,portugal,1
18141,findings,national,1
18142,study,study,6
18143,findings,portuguese,1
18144,national,portuguese,1
18145,aging,violence,1
18146,purpose,violence,1
18147,estimate,purpose,1
18148,family,settings,2
18149,12month,settings,1
18150,12month,period,1
18151,examine,period,1
18152,abuse,sociodemographic,2
18153,characteristics,health,1
18154,characteristics,telephone,1
18155,representative,survey,1
18156,probability,representative,1
18157,n,sample,6
18158,1123,n,1
18159,1123,evaluated,1
18160,12,evaluated,1
18161,12,abusive,1
18162,abusive,behaviors,11
18163,behaviors,demographic,1
18164,data,demographic,2
18165,data,overall,1
18166,123,overall,1
18167,123,older,1
18168,abuse,family,10
18169,rates,specific,1
18170,follows,types,1
18171,follows,psychological,1
18172,63,psychological,1
18173,63,financial,3
18174,63,physical,1
18175,23,physical,1
18176,23,neglect,1
18177,04,neglect,1
18178,04,sexual,1
18179,02,sexual,1
18180,02,logistic,1
18181,employed,regression,1
18182,determine,employed,1
18183,abuse,covariates,1
18184,covariates,study,1
18185,study,suggests,2
18186,education,suggests,1
18187,age,level,1
18188,age,functional,1
18189,significantly,status,1
18190,abuse,accurate,1
18191,accurate,estimates,1
18192,understanding,victim,2
18193,characteristics,perpetrator,7
18194,characteristics,fundamental,1
18195,designing,fundamental,1
18196,designing,effective,1
18197,emerging,innovations,1
18198,best,innovations,1
18199,evidencebased,practices,5
18200,neglect,review,1
18201,developments,recent,1
18202,developments,field,1
18203,field,systematic,1
18204,identify,review,1
18205,describe,number,1
18206,innovative,number,1
18207,best,innovative,1
18208,evidencebased,practice,1
18209,models,practices,1
18210,models,programs,1
18211,field,programs,1
18212,maltreatment,total,1
18213,161,total,1
18214,161,abstracts,1
18215,abstracts,reports,1
18216,articles,reports,2
18217,databases,reviewed,1
18218,databases,national,1
18219,national,organizations,1
18220,clearinghouses,organizations,1
18221,clearinghouses,websites,1
18222,references,websites,1
18223,journal,references,1
18224,articles,journal,1
18225,reports,review,2
18226,descriptive,review,1
18227,descriptive,informational,1
18228,articles,informational,1
18229,articles,ultimately,1
18230,excluded,ultimately,1
18231,excluded,sixtyseven,1
18232,articles,sixtyseven,1
18233,final,met,2
18234,criteria,final,1
18235,28,criteria,1
18236,28,evidencebased,1
18237,22,practices,1
18238,22,best,1
18239,17,practices,1
18240,17,emerginginnovative,1
18241,emerginginnovative,practices,1
18242,findings,practices,2
18243,provide,uptodate,1
18244,practice,uptodate,1
18245,approaches,practice,1
18246,approaches,research,1
18247,mistreatment,professionals,1
18248,older,work,2
18249,highlight,number,1
18250,findings,number,1
18251,directions,findings,1
18252,directions,future,3
18253,article,research,3
18254,adds,article,1
18255,adds,overall,1
18256,knowledge,overall,1
18257,current,knowledge,5
18258,current,practices,4
18259,investigate,practices,1
18260,intervene,investigate,1
18261,intervene,mitigate,1
18262,elder,mitigate,1
18263,care,lot,2
18264,commentary,lot,1
18265,commentary,depiction,1
18266,depiction,elder,1
18267,abuse,film,1
18268,film,ini,1
18269,care,ini,1
18270,follow,lot,1
18271,follow,marla,1
18272,grayson,marla,1
18273,grayson,selfproclaimed,1
18274,professional,selfproclaimed,1
18275,carer,professional,1
18276,carer,makes,1
18277,living,makes,1
18278,financially,living,1
18279,abusing,financially,1
18280,abusing,older,1
18281,financial,seldom,1
18282,explored,seldom,1
18283,cinema,explored,1
18284,cinema,handled,1
18285,care,handled,1
18286,care,cinema,1
18287,cinema,help,1
18288,help,raise,1
18289,awareness,raise,7
18290,awareness,social,1
18291,play,problem,1
18292,destigmatization,role,1
18293,destigmatization,older,1
18294,adults,unfortunately,1
18295,opinioni,unfortunately,1
18296,care,opinioni,1
18297,care,lotfails,1
18298,central,neglect,1
18299,central,europe,1
18300,europe,exploring,1
18301,exploring,link,1
18302,ean,link,2
18303,ean,wellbeing,1
18304,noninstitutionalized,wellbeing,1
18305,noninstitutionalized,older,1
18306,adults,informed,2
18307,existing,informed,1
18308,existing,gaps,2
18309,limited,outcomes,1
18310,centraleuropean,knowledge,1
18311,centraleuropean,cultural,1
18312,contexts,cultural,1
18313,contexts,paper,1
18314,analyzes,paper,1
18315,analyzes,link,1
18316,domesticbased,link,1
18317,domesticbased,ean,1
18318,ean,measures,1
18319,measures,wellbeing,1
