date,positive,negative,neutral,sentiment score,summary
2022-10-06,2,2,0,0.0,"6일 원/달러 환율이 5거래일째 하락했다. 고공행진하는 원/달러 환율을 방어하기 위해 정부 당국이 지난달 달러화를 시중에 매도한 영향이 큰 것으로 알려진다. 서울 외환시장에서 오전 9시 24분 현재 달러 대비 원화 환율은 전날 종가 대비 0.6원 오른 달러당 1,410원대 초반에서 등락하고 있다. 지난달 원/달러 환율 급등을 막기 위해 외환 당국이 달러화를 시중에 풀면서 외환보유액이 한 달 사이 200억달러 가까이 급감했다."
2022-10-07,0,1,0,-1.0,"7일 원/달러 환율이 1,410원대로 올랐다."
2022-10-10,1,3,0,-0.5,"10일 오후 오후 인천공항 1터미널 출국장 내 관세 환급 창구에 원화 약세를 만끽하고 귀국하는 외국인 관광객들이 줄지어 서 있다. 최근 국내 물가 상승률과 원/달러 환율의 고공행진이 이어지는 상황에서 한국은행이 7월에 이어 한국은행이 7월에 이어 오는 12일 두 번째 빅 스텝에 나설 것으로 예상하고 있다.소비자물가 상승률이 여전히 5%대 중반에 이르는 데다, 미국의 네 번째 자이언트 스텝이 유력한 상황에서 한미 최근 국내 물가 상승률과 원/달러 환율의 고공행진이 이어지는 상황에서 한국은행이 7월에 이어 한국은행이 7월에 이어 오는 12일 두 번째 빅 스텝에 나설 것으로 예상하고 있다.소비자물가 상승률이 여전히 5%대 중반에 이르는 데다, 미국의 네 번째 자이언트 스텝이 유력한 상황에서 한미 최근 원/달러 환율 상승세는 경제 심리 악화와 중국 위안화 약세 등 복합적 요인이 작용한 결과로 원화 약세를 단순히 한국 경제의 기초여건 악화 의미로 봐선 안 된다는 주장이 나왔다."
2022-10-11,0,2,0,-1.0,"11일 원/달러 환율이 하루 새 20원 넘게 올라 1,430원대 후반까지 상승했다. 11일 원/달러 환율이 개장 직후부터 큰 폭으로 올라 1,430원대까지 뛰어올랐다."
2022-10-12,2,0,1,0.6666666666666666,"12일 원/달러 환율이 10원 넘게 내려 1,420원대로 하락했다. 한은 총재는 총재는 12일 한은 금융통화위원회의 통화정책방향 회의 후 열린 기자간담회에서 기준금리 0.5%포인트 인상 배경을 묻는 말에 원화의 급격한 절하는 두 변화를 가져온다""면서 ""당연히 수입 물가를 올려서 물가 상승률에 영향을 미친다. 물가 상승률이 떨어지는 속도를 상당 부분 지연시킬 위험이 늘어나서 대응 12일 한국은행 금융통화위원회의 기준금리 결정을 앞두고 원/달러 환율이 1,430원대에서 등락하고 있다.이날 서울 외환시장에서 오전 9시 4분 현재 달러 대비 원화 환율은 전날 종가보다 1.7원 내린 달러당 1,433.5원이다."
2022-10-13,1,2,0,-0.3333333333333333,"13일 원/달러 환율이 1,430원을 넘어 1,430원을 넘어 마감했다. 13일 원/달러 환율이 장 초반 1,420원대 후반에서 등락하고 있다. 최근 원/달러 환율이 크게 오르면서 달러 투자를 미끼로 한 사기도 기승을 부리고 있다."
2022-10-14,1,2,0,-0.3333333333333333,"서울 외환시장에서 달러 대비 원화 환율은 전일 종가보다 2.8원 내린 1,428.5원에 거래를 마쳤다. 서울 외환 외환시장에서 오전 9시 20분 현재 달러 대비 원화 환율은 전날 종가보다 1.7원 오른 달러당 1,433.0원이다. 지난달 원/달러 환율이 급등하면서 수입 제품의 전반적 가격 수준이 석 달 만에 상승했다."
2022-10-17,0,1,0,-1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전 거래일 종가보다 6.8원 오른 1,435.3원에 거래를 마쳤다."
2022-10-18,2,0,0,1.0,"18일 원/달러 환율이 10원 넘게 급락했다. 18일 오전 원/달러 환율이 하락세를 보이고 있는 가운데 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 8.9원 내린 달러당 1,426.4원이다."
2022-10-19,0,1,1,-0.5,19일 원/달러 환율이 상승했다. 이달 들어 미국 뉴욕 역외 차액결제선물환 시장의 원/달러 환율 종가보다 국내 외환시장의 환율 종가가 낮은 날이 더 많았다.
2022-10-21,0,1,0,-1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 6.5원 오른 1,439.8원에 거래를 마쳤다."
2022-10-24,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 0.1원 내린 달러당 1,439.7원에 거래를 마쳤다. 24일 오전 원/달러 환율이 하락세를 보이는 것은 미국 연방준비제도의 긴축 속도 조절에 대한 기대감이 다시금 부상하며 달러화 가치가 후퇴했기 때문이다."
2022-10-25,1,1,0,0.0,"원/달러 환율이 연고점을 돌파한 뒤 하락 전환해 1,430원대로 떨어졌다. 원/달러 환율이 25일 개장 초 연고점을 돌파했다."
2022-10-26,3,0,0,1.0,"미국의 경제지표가 부진한 모습을 보이면서 연방준비제도가 긴축 속도를 조절할 수 있다는 기대감이 살아나면서 원/달러 환율이 1,420원대로 하락했다. 원/달러 환율 상승에 최근 2개 분기 무역적자 폭이 20억달러 줄었다는 국책연구원의 분석이 제기됐다. 26일 원/달러 환율이 장 초반 하락세다."
2022-10-27,1,0,0,1.0,"미국 연방준비제도가 긴축 정책기조의 속도 조절에 나설 수 있다는 기대감 속에 27일 원/달러 환율이 약 3주일 만에 1,410원대로 떨어졌다."
2022-10-28,0,2,0,-1.0,"28일 원/달러 환율이 5거래일 만에 상승해 1,420원대로 복귀했다. 28일 오전 원/달러 환율이 1,420원대로 올라 개장했다."
2022-10-31,0,1,0,-1.0,"원/달러 환율이 소폭 상승해 1,420원대에서 마감했다."
2022-11-01,1,0,1,0.5,"한은 금융 금융통화위원회는 지난달 사상 두 번째 '빅 스텝을 결정하면서 물가와 원/달러 환율 상승 문제를 가장 중요한 근거로 들었다. 서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 7.1원 내린 달러당 1,417.2원에 거래를 마쳤다."
2022-11-02,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 0.2원 오른 달러당 1,417.4원에 거래를 마쳤다."
2022-11-03,1,0,0,1.0,미국 중앙제도가 매파적 태도를 보이면서 달러가 강세를 나타낸 영향으로 3일 원/달러 환율이 상승했다.
2022-11-04,1,0,0,1.0,"4일 원/달러 환율이 하락해 1,410원대에서 마감했다."
2022-11-07,1,0,0,1.0,"7일 원/달러 환율이 20원 가까이 급락하며 장중 한때 달러당 1,399.6원으로까지 저점을 낮췄다."
2022-11-08,2,0,0,1.0,"8일 원/달러 환율이 한 달여 만에 달러당 1,400원 밑으로 떨어졌다. 8일 오전 원/달러 환율이 전날에 이어 이틀째 급락하고 있다."
2022-11-09,3,0,0,1.0,"9일 원/달러 환율이 사흘 연속 급락하며 달러당 1,360원대로 떨어졌다. 원/달러 환율이 최근 급락하는 가운데 미국 달러화 가치가 세계적으로도 지난 주말부터 빠르게 떨어지는 것으로 나타났다. 9일 원/달러 환율이 사흘 연속 급락하며 달러당 1,360원대로 떨어졌다.이날 서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 20.1원 급락한 1,364.8원에 거래를 마쳤다."
2022-11-10,0,2,0,-1.0,"10일 원/달러 환율이 상승하며 달러당 1,370원대로 다시 올라섰다. 10일 오전 원/달러 환율이 강보합세로 강보합세를 보이고 있다."
2022-11-13,0,1,0,-1.0,이달 들어 달러 대비 원화 절상률이 주요 9개 통화 중 가장 높은 것으로 나타났다.
2022-11-15,2,0,0,1.0,"15일 원/달러 환율이 8원 넘게 하락했다. 15일 오전 원/달러 환율이 하락 출발해 1,320원대에서 움직이고 있다."
2022-11-16,0,2,0,-1.0,"16일 원/달러 환율이 7원 넘게 상승했다. 16일 오전 원/달러 환율이 장 초반 1,320원대에 올라섰다."
2022-11-17,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 14.1원 오른 1,339.1원에 거래를 마쳤다."
2022-11-18,0,2,0,-1.0,"지난 18일 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 1.2원 오른 1,340원선을 넘어섰다. 18일 오전 원/달러 환율이 상승해 장 초반 1,340원대에서 거래되고 있다."
2022-11-22,0,1,0,-1.0,"22일 원 원/달러 환율이 장 초반 상승세인 1,360.40원을 나타냈다."
2022-11-23,1,0,0,1.0,23일 원/달러 환율은 장 초반 하락세다.
2022-11-24,1,0,0,1.0,24일 원/달러 환율은 미국 연방준비제도의 금리인상 속도 조절에 대한 기대감과 달러화 약세 영향으로 23원 이상 급락했다.
2022-11-25,1,1,0,0.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 4.5원 내린 1,323.7원에 마감했다. 25일 원/달러 환율은 장 초반 보합세를 보이고 있다."
2022-11-28,0,2,0,-1.0,28일 원/달러 환율이 장중 상승 압력을 받은 것으로 풀이된다. 원/달러 환율이 28일 오전 위안화 약세의 영향을 받아 급등해 출발했다.
2022-11-30,1,1,0,0.0,30일 원/달러 환율이 제롬 파월 연방준비제도 의장 연설을 앞두고 하락했다. 30일 오전 원/달러 환율이 소폭 상승 출발했다.
2022-12-01,2,0,0,1.0,"제롬 파월 미국 연방준비제도 의장이 금리 인상 속도를 늦출 가능성을 시사하자 원/달러 환율이 20원 가까이 급락했다. 제롬 파월 미국 연방준비제도 의장이 금리 인상 속도조절 가능성을 언급하자 1일 원/달러 환율이 3개월여 만에 1,300원선 밑으로 하락했다."
2022-12-02,0,2,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.2원 오른 달러당 1,299.9원에 거래를 마쳤다. 2일 오전 원/달러 환율이 소폭 오른 채 출발한 달러 대비 원화 환율은 전날 종가 대비 0.5원 오른 달러당 1,300.2원이다."
2022-12-05,1,0,0,1.0,"5일 원/달러 환율이 달러당 1,290원대 초반으로 하락했다."
2022-12-07,0,2,0,-1.0,"7일 원/달러 환율이 상승했다. 서울 외환시장에서 달러 대비 원화 환율은 전날 종가 대비 2.5원 오른 달러당 1,321.3원이다."
2022-12-08,1,0,0,1.0,8일 오전 원/달러 환율이 하락세다.
2022-12-09,1,0,0,1.0,9일 오전 원/달러 환율이 하락세다.
2022-12-12,0,2,0,-1.0,12일 원/달러 환율이 상승했다. 12일 오전 원/달러 환율이 상승세다.
2022-12-13,1,0,0,1.0,미국의 11월 11월 소비자물가지수 발표를 앞둔 13일 원/달러 환율이 소폭 하락해 마감했다.
2022-12-15,0,2,0,-1.0,미국 연방준비제도의 연방공개시장위원회 정례회의 결과를 소화하며 15일 원/달러 환율이 상승했다. 15일 오전 원/달러 환율이 미국 연방준비제도의 연방공개시장위원회 결과를 반영하며 소폭 상승해 출발했다.
2022-12-16,0,2,0,-1.0,16일 원/달러 환율이 급등세로 출발했으나 수출업체의 달러 매도 물량이 출회하며 상승 폭을 줄여 마감했다. 16일 오전 원/달러 환율이 급등세를다.
2022-12-19,1,0,0,1.0,19일 원/달러 환율이 수급 장세 속에 소폭 하락했다.
2022-12-20,0,1,0,-1.0,20일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다.
2022-12-22,1,0,0,1.0,"서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 9.5원 내린 1,285.0원에 개장한 뒤 낙폭을 키워 줄곧 1,270원대에서 움직임을 이어나갔다."
2022-12-23,0,2,0,-1.0,"23일 원/달러 환율이 5거래일 만에 상승했다. 서울 외환시장에서 오전 9시 9분 현재 달러 대비 원화 환율은 전날 종가 대비 5.2원 오른 달러당 1,281.4원이다.환율은 전날 종가보다 8.8원 오른 1,285.0원에 출발한 뒤 개장 직후 1,290원까지 고점을 높였다가, 상승 폭"
2022-12-26,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 6.0원 내린 달러당 1,274.8원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 10분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 5.1원 내린 달러당 1,275.7원이다."
2022-12-27,1,0,0,1.0,"28일 서울 외환시장에서 달러 대비 원화 환율은 전일 종가보다 3.4원 내린 달러당 1,271.4원에 거래를 마쳤다."
2022-12-28,1,1,0,0.0,"28일 서울 외환시장에서 달러 대비 원화 환율은 전일 종가보다 4.4원 내린 달러당 1,267.0원에 거래를 마쳤다. 28일 원/달러 환율이 장 초반 1,260원대에서 거래되고 있다."
2022-12-29,0,1,0,-1.0,"올해 마지막 거래일인 29일 원/달러 환율이 상승 출발했다.이날 서울 외환시장에서 오전 9시 15분 현재 달러 대비 원화 환율은 전일 종가 대비 2.0원 오른 달러당 1,269.0원이다."
2022-12-30,0,1,0,-1.0,'2022년 3분기 외환당국 순거래'에 따르면 외환 당국은 올해 3분기 원/달러 환율 방어를 위해 175억달러 넘게 내다 판 것으로 집계됐다.
2023-01-01,3,2,0,0.2,"올해 마지막 거래일인 29일 원/달러 환율이 상승 출발했다.이날 서울 외환시장에서 오전 9시 15분 현재 달러 대비 원화 환율은 전일 종가 대비 2.0원 오른 달러당 1,269.0원이다. 28일 서울 외환시장에서 달러 대비 원화 환율은 전일 종가보다 4.4원 내린 달러당 1,267.0원에 거래를 마쳤다. 28일 원/달러 환율이 장 초반 1,260원대에서 거래되고 있다. 28일 서울 외환시장에서 달러 대비 원화 환율은 전일 종가보다 3.4원 내린 달러당 1,271.4원에 거래를 마쳤다. 서울 외환시장에서 달러 대비 원화 환율은 전 거래일 종가보다 6.0원 내린 달러당 1,274.8원에 거래를 마쳤다."
2023-01-02,1,1,0,0.0,새해 첫 거래일인 2일 원/달러 환율이 상승했다. 서울 외환시장에서 2023년 첫 거래일인 2일 오전 원/달러 환율이 하락세다.
2023-01-03,0,1,0,-1.0,"서울 외환시장에서 오전 9시 36분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 3.5원 오른 1,276.1원이다."
2023-01-05,1,0,0,1.0,5일 원/달러 환율이 하락했다.
2023-01-09,1,1,0,0.0,"9일 원/달러 환율이 7개월여 만에 1,240원대에서 거래를 마쳤다. 9일 오전 달러 대비 원화 환율은 전 거래일 종가 대비 18.7원 내린 달러당 1,249.9원이다."
2023-01-10,0,2,0,-1.0,"10일 원/달러 환율이 소폭 상승해 마감했다. 10일 오전 원/달러 환율이 1,230원대에서 개장했다."
2023-01-11,1,1,0,0.0,11일 원/달러 환율이 2거래일 연속 상승했다. 11일 오전 원/달러 환율이 하락세를다.
2023-01-12,1,0,1,0.5,"미국의 지난해 12월 소비자물가지수 발표를 앞둔 12일 원/달러 환율이 보합권에서 거래를 마쳤다. 서울 외환시장에서 오전 9시 10분 현재 달러 대비 원화 환율은 전날 종가 대비 5.4원 내린 달러당 1,240.8원이다."
2023-01-13,1,0,0,1.0,미국의 물가 지표가 둔화한 것으로 나타나면서 13일 오전 원/달러 환율이 하락했다.
2023-01-16,1,0,0,1.0,"16일 오전 원/달러 환율이 하락 압력을 받고 있는 가운데 서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 4.35원 내린 1,236.95원이다."
2023-01-18,1,0,0,1.0,18일 원/달러 환율이 소폭 하락했다.
2023-01-25,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 3.8원 내린 1,231.7원에 마감했다. 서울 외환시장에서 오전 9시 15분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 0.7원 내린 달러당 1,234.8원이다."
2023-01-26,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 1.0원 내린 1,230.7원에 마감했다. 26일 원/달러 환율이 보합권에서 등락하고 있다."
2023-01-27,1,0,1,0.5,"27일 원/달러 환율이 보합권에서 마감했다. 27일 오전 원/달러 환율이 보합권에서 출발한 뒤 하락하고 있다.이날 서울 외환시장에서 달러 대비 원화 환율은 전날 종가 대비 2.5원 내린 달러당 1,228.2원이다."
2023-01-30,2,0,0,1.0,"30일 원/달러 환율이 9개월여 만에 1,220원대로 하락했다. 30일 오전 원/달러 환율이 하락세를 보이며 1,220원대에서 형성됐다."
2023-02-01,1,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 0.6원 내린 1,231.3원에 마감했다."
2023-02-02,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 11.0원 내린 1,220.3원에 마감했다. 2일 서울 외환시장에서 오전 9시 41분 현재 달러 대비 원화 환율은 전날 종가 대비 11.4원 내린 1,219.9원이다."
2023-02-03,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 9.1원 오른 1,229.4원에 마감했다."
2023-02-06,2,0,0,1.0,"미국 고용지표의 호조로 미국 연방준비제도의 긴축정책 조기 종료 기대가 꺾이자 6일 국내 금융시장이 출렁거렸다.코스피가 2,430대로 하락한 가운데 원/달러 환율은 1,250원대로 20원 이상 급등했고, 채권시장에서도 국고채와 회사채 금리가 일제히 상승했다. 미국 고용지표의 호조로 연방준비제도가 긴축을 조기 종료할 것이라는 기대감이 꺾이면서 달러가 강세를 나타낸 영향으로 미국 고용지표의 호조로 연방준비제도가 긴축을 조기 종료할 것이라는 기대감이 꺾이면서 달러가 강세를 나타낸 영향으로 달러가 강세를 나타낸 영향으로 달러 대비 원화 환율은 전"
2023-02-08,1,1,0,0.0,"8일 원/달러 환율이 4거래일 연속 상승했다. 8일 오전 원/달러 환율이 하락세로 출발했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전날 종가 대비 3.3원 내린 달러당 1,252.0원이다."
2023-02-09,0,2,0,-1.0,9일 원/달러 환율이 5거래일째 상승했다. 미국의 통화 긴축 정책에 대한 우려가 커지면서 9일 오전 원/달러 환율이 상승 출발했다.
2023-02-10,0,2,0,-1.0,"미국 연방준비제도의 통화 긴축 정책이 장기화할 것이라는 우려가 지속되며 10일 원/달러 환율이 6거래일째 상승했다. 10일 오전 원/달러 환율이 1,260원대 중반으로 상승해 출발한 달러 대비 원화 환율은 전날 종가 대비 5.0원 오른 달러당 1,265.4원이다."
2023-02-13,0,1,0,-1.0,"13일 원 달러 대비 원화 환율은 전 거래일 종가보다 2.7원 오른 1,267.9원에 개장, 꾸준한 상승세를 보이며 오전 중 1,270원선을 돌파한 뒤 상승 폭을 확대했다."
2023-02-14,1,0,0,1.0,14일 오전 원/달러 환율은 하락세다.
2023-02-15,0,1,0,-1.0,"15일 원/달러 환율이 연고점을 돌파하며 1,280원대 초반에서 마감했다."
2023-02-20,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 5.0원 내린 1,294.5원에 장을 마쳤다. 20일 원 원/달러 환율이 하락 출발해 1,290원대에 거래되고 있다."
2023-02-21,0,1,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전일보다 1.4원 오른 1,295.9원에 장을 마쳤다."
2023-02-23,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전일보다 7.8원 내린 1,297.1원에 장을 마쳤다. 이창용 한국은행 총재는 23일 최근의 원/달러 환율 상승세와 관련해 ""1,300원이나 1,400원 등 특정 수준에 의미를 두고 있지 않다""고 말했다."
2023-02-24,0,1,0,-1.0,24일 원/달러 환율이 7원 넘게 상승했다.
2023-02-27,1,1,0,0.0,27일 원/달러 환율이 20원 가까이 급등했다. 미국의 물가 상승 기대감이 재차 커지면서 27일 오전 원/달러 환율이 급등세를다.
2023-02-28,1,0,1,0.5,28일 원 원/달러 환율이 보합권에서 마감했다. 28일 오전 원/달러 환율이 개장 초반 내림세다.
2023-03-01,0,1,0,-1.0,한국은행이 약 1년 반 만에 기준금리 인상을 멈춘 뒤 원/달러 환율이 치솟고 주식시장에서는 외국인들이 자금을 빼가고 있다.
2023-03-02,2,0,0,1.0,"3월 첫 거래일인 2일 원/달러 환율이 하락했다. 서울 외환시장에서 오전 9시 5분 현재 달러 대비 원화 환율은 전 거래일 종가 대비 14.4원 내린 달러당 1,308.2원이다."
2023-03-03,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날보다 14.0원 내린 1,301.6원에 장을 마쳤다. 서울 외환시장에서 오전 9시 10분 현재 달러 대비 원화 환율은 전날 종가 대비 4.1원 내린 달러당 1,311.5원이다."
2023-03-05,1,0,0,1.0,"지난달 코스피가 원화 기준으로는 1.51% 하락했지만, 원화 약세로 인해 달러 환산 기준으로는 8% 넘게 떨어진 것으로 나타났다.5일 대신증권과 블룸버그에 따르면 코스피는 지난달 1일 2,449.8에서 같은 달 말 2,412.85로 1.51% 하락했다.그러나 같은 기간 달러 환"
2023-03-06,1,0,0,1.0,"6일 원/달러 환율이 4거래일 연속 하락하며 1,290원대 중반으로 복귀했다."
2023-03-07,0,1,3,-0.25,제롬 파월 미국 연방준비제도 의장의 의회 증언을 앞둔 대기장세 속에 7일 원/달러 환율이 소폭 상승했다. 지난해 우리나라 달러 기준 1인당 국민총소득이 원화 가치 하락 등의 영향으로 8% 가까이 줄었다. 7일 오전 원/달러 환율이 상승 출발했다. 지난해 우리나라 달러 기준 1인당 국민총소득이 원화 가치 하락 등의 영향으로 8% 가까이 줄었다.
2023-03-08,0,1,0,-1.0,제롬 파월 미국 연방준비제도 의장의 매파적 발언 여파로 8일 원/달러 환율이 20원 넘게 급등했다.
2023-03-09,1,0,1,0.5,9일 원/달러 환율이 보합권에서 마감했다. 9일 오전 원/달러 환율이 소폭 하락 출발했다.
2023-03-10,1,1,0,0.0,"10일 원/달러 환율이 4거래일째 상승했으나, 당국의 개입 추정 물량에 상승 폭은 제한됐다. 10일 원/달러 환율이 상승 출발한 뒤 하락 전환했다."
2023-03-16,0,2,0,-1.0,16일 원/달러 환율이 위험 회피 심리 재확산으로 상승했다. 16일 오전 원/달러 환율은 위험 회피 심리가 재확산하면서 급등세로 출발했다.
2023-03-20,1,0,0,1.0,20일 원/달러 환율은 은행권 위기 관련 우려가 진정되면서 하락 출발했다.
2023-03-21,1,1,0,0.0,21일 원/달러 환율이 반등해 마감했다. 21일 원/달러 환율은 하락 출발했다.
2023-03-22,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날보다 3.5원 떨어진 1,307.7원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 4분 현재 달러 대비 원화 환율은 전날보다 6.4원 하락한 1,304.8원이다."
2023-03-23,2,0,0,1.0,"23일 원/달러 환율이 미국 연방준비제도의 긴축 속도 조절 영향으로 30원 가까이 급락했다. 서울 외환시장에서 달러 대비 원화 환율은 전날보다 29.4원 하락한 1,278.3원에 거래를 마쳤다."
2023-03-24,0,2,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날보다 16.0원 상승한 1,294.3원에 거래를 마쳤다. 서울 외환시장에서 오전 9시 3분 현재 달러 대비 원화 환율은 전날보다 7.4원 상승한 1,285.7원이다."
2023-03-27,0,1,0,-1.0,"27일 원/달러 환율이 달러당 1,300원대로 다시 올라섰다."
2023-03-28,2,0,0,1.0,"28일 원/달러 환율이 달러당 1,300원 아래로 다시 떨어졌다. 28일 오전 원/달러 환율이 내림세로 출발했다."
2023-03-29,1,1,0,0.0,"29일 원/달러 환율이 달러당 1,300원 선으로 다시 올라섰다. 29일 오전 원/달러 환율이 내림세로 출발했다."
2023-03-30,0,1,0,-1.0,"30일 오전 원/달러 환율이 오름세로 출발했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 4.0원 오른 1,306.7원이다."
2023-03-31,1,1,0,0.0,"서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 2.9원 오른 1,301.9원에 장을 마쳤다. 서울 외환시장에서 오전 9시 10분 현재 달러 대비 원화 환율은 전날 종가보다 1.6원 내린 1,297.4원이고,환율은 전장보다 2.3원 내린 달러당 1,296.7원에 출발했다."
2023-04-03,0,1,0,-1.0,국제 유 유가가 급등한 영향으로 원/달러 환율이 15원 가까이 상승했다.
2023-04-04,1,0,1,0.5,4일 원/달러 환율이 보합권에서 마감했다. 미국의 제조업 지표가 부진한 것으로 나타나면서 달러화가 약세를 보인 영향으로 4일 원/달러 환율이 하락 출발했다.
2023-04-05,2,0,0,1.0,"5일 원/달러 환율이 2거래일 연속 하락했다. 5일 원/달러 환율이 장 초반 하락세를 보이고 있고 달러 대비 원화 환율은 전날 종가 대비 4.6원 내린 달러당 1,311.2원이다."
2023-04-06,0,2,0,-1.0,"6일 원/달러 환율이 3거래일 만에 상승했다. 서울 외환시장에서 오전 9시 30분 현재 달러 대비 원화 환율은 전날 종가 대비 9.5원 오른 달러당 1,320.0원이다."
2023-04-07,1,1,0,0.0,7일 원/달러 환율이 2원 넘게 하락했다. 7일 원/달러 환율이 장 초반 보합세를 나타냈다.
2023-04-11,0,1,0,-1.0,11일 원/달러 환율은 장 초반 강보합세를 보이고 있다.
2023-04-13,1,0,0,1.0,"13일 원/달러 환율은 하락 출발했다.이날 서울 외환시장에서 오전 9시 3분 현재 달러 대비 원화 환율은 전날 종가보다 1.05원 내린 1,324.65원이다."
2023-04-14,1,0,0,1.0,"14일 원/달러 환율은 장 초반 1,300원대 초반까지 떨어졌다."
2023-04-17,0,0,1,0.0,"11일 연 3.50%인 기준금리를 조정 없이 /LeYN1 트위터 @yonhap_graphics""포워드 가이던스가 원화절하 부추겨"" 공격에 ""조건부일뿐 서약·약속 아니다""이 총재는 취임 이후 1년간 기준금리를"
2023-04-18,0,2,0,-1.0,18일 원/달러 환율이 2거래일 연속 상승했다. 18일 원/달러 환율은 상승 출발했다.
2023-04-19,0,1,1,-0.5,"19일 원/달러 환율이 3거래일 연속 상승했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전일보다 7.1원 상승한 1,325.7원에 마감했다. 19일 원/달러 환율이 장 초반 보합권에서 움직이고 있다."
2023-04-20,1,1,1,0.0,"20일 원/달러 환율이 장 초반 연고점을 경신한 후 반락해 4거래일 만에 하락했다. 한국은행이 22일 발표한 '결제통화별 수출입' 통계에 따르면 작년 수출 결제 대금의 통화별 비중은  미국 달러 85.0%, 유로화 5.8% ▲ 엔화 2.3% ▲ 원화 2.3% ▲ 원화 2.3% ▲ 원화 2.3% ▲ 위안화 1.6% 등으로 집계됐다. 20일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다."
2023-04-21,0,2,0,-1.0,"지난 21일 서울 외환시장에서 달러 대비 원화 환율은 전일보다 5.4원 상승한 1,328.2원에 마감했다. 21일 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다."
2023-04-25,1,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날보다 2.6원 내린 1,332.2원에 마감했다."
2023-05-02,0,2,0,-1.0,"서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 4.4원 오른 1,342.1원에 장을 마쳤다. 2일 원/달러 환율이 상승 출발했다."
2023-05-03,2,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전일보다 3.9원 내린 1,338.2원에 장을 마쳤다. 서울 외환시장에서 오전 9시 12분 현재 달러 대비 원화 환율은 전일보다 0.4원 내린 1,341.7원이다."
2023-05-04,1,0,0,1.0,"4일 원/달러 환율이 15원 넘게 하락했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전일보다 15.4원 내린 1,322.8원에 장을 마쳤다."
2023-05-09,1,1,0,0.0,"9일 원/달러 환율이 상승 마감했다. 9일 원/달러 환율이 상승 출발해 1,320원대 초중반에서 등락하고 있다."
2023-05-10,0,1,1,-0.5,10일 원/달러 환율이 미국 소비자물가지수 발표를 앞두고 보합권에서 마감했다. 미국 4월 소비자물가지수 발표를 앞두고 10일 원/달러 환율이 미국 부채한도 협상 난항 등의 영향으로 소폭 상승 출발했다.
2023-05-11,2,0,0,1.0,"11일 원/달러 환율은 위안화 약세, 무역수지 적자 영향으로 상승 마감했다. 11일 원 원/달러 환율은 미국 소비자물가지수 상승률이 예상치를 하회한 것에 힘입어 하락 출발했다.이날 서울 외환시장에서 오전 9시 5분 현재 달러 대비 원화 환율은 전날보다 7.8원 내린 1,317.1원이다."
